ID,ParentItemID,LegacySlotIndex,SpellID,TriggerType,Charges,CoolDownMSec,SpellCategoryID,CategoryCoolDownMSec
5950,31836,1,39319,6,0,0,0,0
5951,31838,0,17534,0,-1,0,30,60000
5952,31839,0,17534,0,-1,0,30,60000
5953,31840,0,17531,0,-1,0,4,60000
5954,31841,0,17531,0,-1,0,4,60000
5955,31850,0,39421,1,0,-1,0,-1
5956,31852,0,17534,0,-1,0,30,60000
5957,31853,0,17534,0,-1,0,30,60000
5958,31854,0,17531,0,-1,0,4,60000
5959,31855,0,17531,0,-1,0,4,60000
5960,31856,0,39438,1,0,-1,0,-1
5961,31856,1,39440,1,0,-1,0,-1
5962,31857,0,39442,1,0,-1,0,-1
5963,31858,0,39444,1,0,-1,0,-1
5964,31859,0,39446,1,0,-1,0,-1
5965,31870,0,483,0,-1,-1,0,-1
5966,31870,1,28948,6,0,-1,0,-1
5967,31871,0,483,0,-1,-1,0,-1
5968,31871,1,28933,6,0,-1,0,-1
5969,31872,0,483,0,-1,-1,0,-1
5970,31872,1,28933,6,0,-1,0,-1
5971,31873,0,483,0,-1,-1,0,-1
5972,31873,1,39466,6,0,-1,0,-1
5973,31874,0,483,0,-1,-1,0,-1
5974,31874,1,39467,6,0,-1,0,-1
5975,31875,0,483,0,-1,-1,0,-1
5976,31875,1,31098,6,0,-1,0,-1
5977,31876,0,483,0,-1,-1,0,-1
5978,31876,1,31103,6,0,-1,0,-1
5979,31877,0,483,0,-1,-1,0,-1
5980,31877,1,31109,6,0,-1,0,-1
5981,31878,0,483,0,-1,-1,0,-1
5982,31878,1,39470,6,0,-1,0,-1
5983,31879,0,483,0,-1,-1,0,-1
5984,31879,1,39471,6,0,-1,0,-1
5985,31880,0,39478,0,0,1500,0,-1
5986,31881,0,39479,0,0,1500,0,-1
5987,31882,0,39480,0,-1,-1,0,-1
5988,31883,0,60395,0,-1,-1,0,-1
5989,31884,0,60392,0,-1,-1,0,-1
5990,31885,0,60391,0,-1,-1,0,-1
5991,31886,0,60394,0,-1,-1,0,-1
5992,31887,0,60393,0,-1,-1,0,-1
5993,31888,0,60390,0,-1,-1,0,-1
5994,31889,0,60389,0,-1,-1,0,-1
5995,31892,0,39481,0,-1,-1,0,-1
5996,31893,0,60421,0,-1,-1,0,-1
5997,31894,0,60418,0,-1,-1,0,-1
5998,31895,0,60417,0,-1,-1,0,-1
5999,31896,0,60420,0,-1,-1,0,-1
6000,31898,0,60419,0,-1,-1,0,-1
6001,31899,0,60416,0,-1,-1,0,-1
6002,31900,0,60415,0,-1,-1,0,-1
6003,31901,0,39483,0,-1,-1,0,-1
6004,31902,0,60404,0,-1,-1,0,-1
6005,31903,0,60400,0,-1,-1,0,-1
6006,31904,0,60399,0,-1,-1,0,-1
6007,31905,0,60402,0,-1,-1,0,-1
6008,31906,0,60401,0,-1,-1,0,-1
6009,31908,0,60398,0,-1,-1,0,-1
6010,31909,0,60397,0,-1,-1,0,-1
6011,31910,0,39484,0,-1,-1,0,-1
6012,31911,0,60414,0,-1,-1,0,-1
6013,31912,0,60411,0,-1,-1,0,-1
6014,31913,0,60410,0,-1,-1,0,-1
6015,31915,0,60413,0,-1,-1,0,-1
6016,31916,0,60412,0,-1,-1,0,-1
6017,31917,0,60409,0,-1,-1,0,-1
6018,31918,0,60408,0,-1,-1,0,-1
6019,31946,0,39527,0,0,60000,0,0
6020,31961,1,28539,1,0,-1,0,-1
6021,31967,1,96148,1,0,-1,0,-1
6022,31973,0,95677,1,0,-1,0,-1
6023,31981,0,95677,1,0,-1,0,-1
6024,31987,1,96148,1,0,-1,0,-1
6025,31993,1,38522,1,0,-1,0,-1
6026,31994,0,39629,0,0,-1,0,-1
6027,31998,1,61249,1,0,-1,0,-1
6028,32005,0,33020,1,0,-1,0,-1
6029,32010,0,32973,1,0,-1,0,-1
6030,32015,0,23044,1,0,-1,0,-1
6031,32021,1,38522,1,0,-1,0,-1
6032,32030,0,38501,1,0,-1,0,-1
6033,32034,0,23044,1,0,-1,0,-1
6034,32040,1,144311,1,0,-1,0,-1
6035,32049,0,33066,1,0,-1,0,-1
6036,32056,1,96148,1,0,-1,0,-1
6037,32062,0,39625,0,-1,0,79,3000
6038,32063,0,39626,0,-1,0,79,3000
6039,32067,0,39627,0,-1,0,79,3000
6040,32068,0,39628,0,-1,0,79,3000
6041,32069,0,39640,0,0,-1,0,-1
6042,32070,0,483,0,-1,-1,0,-1
6043,32070,1,39637,6,0,-1,0,-1
6044,32071,0,483,0,-1,-1,0,-1
6045,32071,1,39639,6,0,-1,0,-1
6046,32079,0,39677,0,-1,-1,0,-1
6047,32092,0,39677,0,0,-1,0,-1
6048,32093,0,33063,1,0,-1,0,-1
6049,32100,0,23044,1,0,-1,0,-1
6050,32103,0,23044,1,0,-1,0,-1
6051,32110,0,33066,1,0,-1,0,-1
6052,32113,1,96148,1,0,-1,0,-1
6053,32118,1,96148,1,0,-1,0,-1
6054,32124,1,61249,1,0,-1,0,-1
6055,32128,1,96148,1,0,-1,0,-1
6056,32134,1,28539,1,0,-1,0,-1
6057,32139,0,33020,1,0,-1,0,-1
6058,32144,0,32973,1,0,-1,0,-1
6059,32149,0,32973,1,0,-1,0,-1
6060,32154,1,144307,1,0,-1,0,-1
6061,32159,1,144307,1,0,-1,0,-1
6062,32164,0,22778,1,0,-1,0,-1
6063,32169,1,144307,1,0,-1,0,-1
6064,32233,0,55884,0,-1,-1,0,-1
6065,32233,1,39709,6,0,-1,0,-1
6066,32235,1,47524,0,0,600000,0,-1
6067,32244,0,39750,0,0,-1,0,-1
6068,32262,1,40291,2,0,-1,0,-1
6069,32274,0,483,0,-1,-1,0,-1
6070,32274,1,39705,6,0,-1,0,-1
6071,32277,0,483,0,-1,-1,0,-1
6072,32277,1,39706,6,0,-1,0,-1
6073,32281,0,483,0,-1,-1,0,-1
6074,32281,1,39711,6,0,-1,0,-1
6075,32282,0,483,0,-1,-1,0,-1
6076,32282,1,39711,6,0,-1,0,-1
6077,32283,0,483,0,-1,-1,0,-1
6078,32283,1,39706,6,0,-1,0,-1
6079,32284,0,483,0,-1,-1,0,-1
6080,32284,1,39713,6,0,-1,0,-1
6081,32285,0,483,0,-1,-1,0,-1
6082,32285,1,39714,6,0,-1,0,-1
6083,32286,0,483,0,-1,-1,0,-1
6084,32286,1,39715,6,0,-1,0,-1
6085,32287,0,483,0,-1,-1,0,-1
6086,32287,1,39716,6,0,-1,0,-1
6087,32288,0,483,0,-1,-1,0,-1
6088,32288,1,39716,6,0,-1,0,-1
6089,32289,0,483,0,-1,-1,0,-1
6090,32289,1,39718,6,0,-1,0,-1
6091,32290,0,483,0,-1,-1,0,-1
6092,32290,1,39711,6,0,-1,0,-1
6093,32291,0,483,0,-1,-1,0,-1
6094,32291,1,39720,6,0,-1,0,-1
6095,32292,0,483,0,-1,-1,0,-1
6096,32292,1,39721,6,0,-1,0,-1
6097,32293,0,483,0,-1,-1,0,-1
6098,32293,1,39720,6,0,-1,0,-1
6099,32294,0,483,0,-1,-1,0,-1
6100,32294,1,39713,6,0,-1,0,-1
6101,32295,0,483,0,-1,-1,0,-1
6102,32295,1,39724,6,0,-1,0,-1
6103,32296,0,483,0,-1,-1,0,-1
6104,32296,1,39721,6,0,-1,0,-1
6105,32297,0,483,0,-1,-1,0,-1
6106,32297,1,39727,6,0,-1,0,-1
6107,32298,0,483,0,-1,-1,0,-1
6108,32298,1,39728,6,0,-1,0,-1
6109,32299,0,483,0,-1,-1,0,-1
6110,32299,1,39728,6,0,-1,0,-1
6111,32300,0,483,0,-1,-1,0,-1
6112,32300,1,39736,6,0,-1,0,-1
6113,32301,0,483,0,-1,-1,0,-1
6114,32301,1,39731,6,0,-1,0,-1
6115,32302,0,483,0,-1,-1,0,-1
6116,32302,1,39741,6,0,-1,0,-1
6117,32303,0,483,0,-1,-1,0,-1
6118,32303,1,39733,6,0,-1,0,-1
6119,32304,0,483,0,-1,-1,0,-1
6120,32304,1,39734,6,0,-1,0,-1
6121,32305,0,483,0,-1,-1,0,-1
6122,32305,1,47055,6,0,-1,0,-1
6123,32306,0,483,0,-1,-1,0,-1
6124,32306,1,39736,6,0,-1,0,-1
6125,32307,0,483,0,-1,-1,0,-1
6126,32307,1,39737,6,0,-1,0,-1
6127,32308,0,483,0,-1,-1,0,-1
6128,32308,1,39738,6,0,-1,0,-1
6129,32309,0,483,0,-1,-1,0,-1
6130,32309,1,39739,6,0,-1,0,-1
6131,32310,0,483,0,-1,-1,0,-1
6132,32310,1,39740,6,0,-1,0,-1
6133,32311,0,483,0,-1,-1,0,-1
6134,32311,1,39741,6,0,-1,0,-1
6135,32312,0,483,0,-1,-1,0,-1
6136,32312,1,39742,6,0,-1,0,-1
6137,32314,0,55884,0,-1,-1,330,3000
6138,32314,1,39798,6,0,-1,0,-1
6139,32315,0,39793,0,0,45000,0,-1
6140,32316,0,55884,0,-1,-1,330,3000
6141,32316,1,39801,6,0,-1,0,-1
6142,32317,0,55884,0,-1,-1,330,3000
6143,32317,1,39800,6,0,-1,0,-1
6144,32318,0,55884,0,-1,-1,330,3000
6145,32318,1,39802,6,0,-1,0,-1
6146,32319,0,55884,0,-1,-1,330,3000
6147,32319,1,39803,6,0,-1,0,-1
6148,32321,0,39810,0,0,5000,0,5000
6149,32375,0,40407,1,0,-1,0,-1
6150,32381,0,483,0,-1,-1,0,-1
6151,32381,1,39895,6,0,-1,0,-1
6152,32406,0,39844,0,0,5000,0,5000
6153,32408,0,39948,0,-1,-1,0,-1
6154,32411,0,483,0,-1,-1,0,-1
6155,32411,1,39963,6,0,-1,0,-1
6156,32412,0,483,0,-1,-1,0,-1
6157,32412,1,39961,6,0,-1,0,-1
6158,32413,0,39965,0,-1,0,24,60000
6159,32424,0,39980,0,-1,0,59,1000
6160,32426,0,40309,0,-1,-1,24,-1
6161,32429,0,483,0,-1,-1,0,-1
6162,32429,1,39997,6,0,-1,0,-1
6163,32430,0,483,0,-1,-1,0,-1
6164,32430,1,52733,6,0,-1,0,-1
6165,32431,0,483,0,-1,-1,0,-1
6166,32431,1,40001,6,0,-1,0,-1
6167,32432,0,483,0,-1,-1,0,-1
6168,32432,1,40002,6,0,-1,0,-1
6169,32433,0,483,0,-1,-1,0,-1
6170,32433,1,40003,6,0,-1,0,-1
6171,32434,0,483,0,-1,-1,0,-1
6172,32434,1,40004,6,0,-1,0,-1
6173,32435,0,483,0,-1,-1,0,-1
6174,32435,1,40005,6,0,-1,0,-1
6175,32436,0,483,0,-1,-1,0,-1
6176,32436,1,40006,6,0,-1,0,-1
6177,32437,0,483,0,-1,-1,0,-1
6178,32437,1,40020,6,0,-1,0,-1
6179,32438,0,483,0,-1,-1,0,-1
6180,32438,1,40021,6,0,-1,0,-1
6181,32439,0,483,0,-1,-1,0,-1
6182,32439,1,40023,6,0,-1,0,-1
6183,32440,0,483,0,-1,-1,0,-1
6184,32440,1,40024,6,0,-1,0,-1
6185,32441,0,483,0,-1,-1,0,-1
6186,32441,1,40033,6,0,-1,0,-1
6187,32442,0,483,0,-1,-1,0,-1
6188,32442,1,40034,6,0,-1,0,-1
6189,32443,0,483,0,-1,-1,0,-1
6190,32443,1,40035,6,0,-1,0,-1
6191,32444,0,483,0,-1,-1,0,-1
6192,32444,1,40036,6,0,-1,0,-1
6193,32446,0,37678,0,-1,-1,0,-1
6194,32447,0,483,0,-1,-1,0,-1
6195,32447,1,40060,6,0,-1,0,-1
6196,32449,0,40098,0,0,-1,0,-1
6197,32453,0,27089,0,-1,0,59,1000
6198,32455,0,22734,0,-1,0,59,1000
6199,32456,0,40160,0,0,5000,0,-1
6200,32457,0,40164,0,0,-1,0,-1
6201,32458,0,55884,0,-1,-1,330,3000
6202,32458,1,40192,6,0,-1,0,-1
6203,32461,2,12883,0,0,3000,0,-1
6204,32465,0,55884,0,0,-1,0,-1
6205,32465,1,40319,6,0,-1,0,-1
6206,32467,0,40328,0,0,30000,0,-1
6207,32471,1,40393,2,0,-1,0,-1
6208,32472,3,12883,0,0,3000,0,-1
6209,32473,2,12883,0,0,3000,0,-1
6210,32474,3,12883,0,0,3000,0,-1
6211,32475,4,12883,0,0,3000,0,-1
6212,32476,3,12883,0,0,3000,0,-1
6213,32478,3,12883,0,0,3000,0,-1
6214,32479,3,12883,0,0,3000,0,-1
6215,32480,4,12883,0,0,3000,0,-1
6216,32481,0,40389,1,0,0,0,0
6217,32483,1,40396,0,0,120000,1141,20000
6218,32485,0,40458,1,0,300000,0,-1
6219,32486,0,40442,1,0,300000,0,-1
6220,32487,0,40485,1,0,300000,0,-1
6221,32488,0,40482,1,0,300000,0,-1
6222,32489,0,40470,1,0,300000,0,-1
6223,32490,0,40438,1,0,300000,0,-1
6224,32491,0,40463,1,0,300000,0,-1
6225,32492,0,40460,1,0,300000,0,-1
6226,32493,0,40478,1,0,300000,0,-1
6227,32494,4,12883,0,0,3000,0,-1
6228,32495,4,12883,0,0,3000,0,-1
6229,32496,1,37655,1,0,-1,0,-1
6230,32498,0,55884,0,0,-1,0,-1
6231,32498,1,40405,6,0,-1,0,-1
6232,32500,2,40971,1,0,-1,0,-1
6233,32501,1,40464,0,0,180000,0,-1
6234,32503,0,40468,0,0,0,1167,10000
6235,32505,1,40475,1,0,0,0,-1
6236,32534,0,40538,0,0,300000,0,0
6237,32538,1,12438,0,0,1800000,0,-1
6238,32539,1,12438,0,0,1800000,0,-1
6239,32542,0,40527,0,0,30000,0,-1
6240,32563,0,40543,0,-1,0,11,1000
6241,32566,0,40530,0,0,180000,0,-1
6242,32576,0,40548,0,-1,-1,0,-1
6243,32578,0,41237,0,-1,-1,1153,120000
6244,32588,0,55884,0,-1,-1,0,-1
6245,32588,1,40549,6,0,-1,0,-1
6246,32594,0,40558,0,-1,-1,0,-1
6247,32596,0,40568,0,-1,0,79,3000
6248,32597,0,40575,0,-1,0,79,3000
6249,32598,0,40572,0,-1,0,79,3000
6250,32599,0,40567,0,-1,0,79,3000
6251,32600,0,40573,0,-1,0,79,3000
6252,32601,0,40576,0,-1,0,79,3000
6253,32602,0,40309,0,-1,-1,24,-1
6260,32646,0,28226,0,0,-1,0,-1
6261,32654,0,40724,0,0,60000,1141,10000
6262,32654,1,40723,1,0,-1,0,-1
6263,32657,0,40889,0,0,140000,0,-1
6264,32658,0,40729,0,0,120000,1141,20000
6265,32667,0,11009,0,-1,0,59,1000
6266,32668,0,27089,0,-1,0,59,1000
6267,32670,0,40757,0,-1,-1,0,-1
6268,32671,1,40752,0,-1,-1,0,-1
6269,32672,0,40744,0,-1,-1,0,-1
6270,32673,1,40749,0,-1,-1,0,-1
6271,32674,1,40756,0,-1,-1,0,-1
6272,32675,1,40753,0,-1,-1,0,-1
6273,32676,1,40748,0,-1,-1,0,-1
6274,32677,0,40747,0,-1,-1,0,-1
6275,32678,0,40754,0,-1,0,0,0
6276,32679,1,40755,0,-1,-1,0,-1
6277,32680,0,40742,0,0,0,1170,5000
6278,32681,0,40766,0,-1,-1,0,-1
6279,32682,0,40767,0,-1,-1,0,-1
6280,32683,0,40765,0,-1,-1,0,-1
6281,32684,0,40764,0,-1,-1,0,-1
6282,32685,0,35270,0,-1,0,11,1000
6283,32686,0,40768,0,-1,0,11,1000
6284,32694,0,40811,0,0,600000,1183,600000
6285,32695,0,40815,0,0,600000,1183,600000
6286,32696,0,40817,0,0,60000,0,60000
6287,32698,0,40856,0,0,-1,0,-1
6288,32721,0,41030,0,-1,0,11,1000
6289,32722,0,41031,0,-1,0,11,1000
6290,32736,0,483,0,-1,-1,0,-1
6291,32736,1,41132,6,0,-1,0,-1
6292,32737,0,483,0,-1,-1,0,-1
6293,32737,1,41133,6,0,-1,0,-1
6294,32738,0,483,0,-1,-1,0,-1
6295,32738,1,41134,6,0,-1,0,-1
6296,32739,0,483,0,-1,-1,0,-1
6297,32739,1,41135,6,0,-1,0,-1
6298,32741,0,41181,0,0,60000,0,60000
6299,32744,0,483,0,-1,-1,0,-1
6300,32744,1,41156,6,0,-1,0,-1
6301,32745,0,483,0,-1,-1,0,-1
6302,32745,1,41157,6,0,-1,0,-1
6303,32746,0,483,0,-1,-1,0,-1
6304,32746,1,41158,6,0,-1,0,-1
6305,32747,0,483,0,-1,-1,0,-1
6306,32747,1,41160,6,0,-1,0,-1
6307,32748,0,483,0,-1,-1,0,-1
6308,32748,1,41161,6,0,-1,0,-1
6309,32749,0,483,0,-1,-1,0,-1
6310,32749,1,41162,6,0,-1,0,-1
6311,32750,0,483,0,-1,-1,0,-1
6312,32750,1,41163,6,0,-1,0,-1
6313,32751,0,483,0,-1,-1,0,-1
6314,32751,1,41164,6,0,-1,0,-1
6315,32752,0,483,0,-1,-1,0,-1
6316,32752,1,41207,6,0,-1,0,-1
6317,32753,0,483,0,-1,-1,0,-1
6318,32753,1,41208,6,0,-1,0,-1
6319,32754,0,483,0,-1,-1,0,-1
6320,32754,1,41205,6,0,-1,0,-1
6321,32755,0,483,0,-1,-1,0,-1
6322,32755,1,41206,6,0,-1,0,-1
6323,32757,0,41234,0,0,900000,0,-1
6324,32758,0,41233,0,-1,-1,0,-1
6325,32762,0,28499,0,-1,0,4,60000
6326,32763,0,28495,0,-1,0,4,60000
6327,32764,0,28518,0,-1,0,79,3000
6328,32765,0,28520,0,-1,0,79,3000
6329,32766,0,28519,0,-1,0,79,3000
6330,32767,0,17628,0,-1,0,79,3000
6331,32768,0,55884,0,-1,-1,330,3000
6332,32768,1,41252,6,0,-1,0,-1
6333,32770,0,41260,1,0,-1,0,-1
6334,32771,0,41262,1,0,-1,0,-1
6335,32773,0,41267,0,-1,-1,0,-1
6336,32782,0,41301,0,0,1800000,0,0
6337,32783,0,41304,0,-1,0,4,60000
6338,32784,0,41306,0,-1,0,4,60000
6339,32825,0,41291,0,0,0,1167,10000
6340,32834,0,41423,0,0,1500,0,-1
6341,32839,0,41443,0,-1,0,0,0
6342,32840,0,28536,0,-1,0,4,60000
6343,32844,0,28513,0,-1,0,4,60000
6344,32845,0,28537,0,-1,0,4,60000
6345,32846,0,28511,0,-1,0,4,60000
6346,32847,0,28512,0,-1,0,4,60000
6347,32849,0,41494,0,-1,0,0,0
6348,32850,0,41495,0,-1,0,0,0
6349,32851,0,41497,0,-1,0,0,0
6350,32852,0,41498,0,-1,0,0,0
6351,32857,0,55884,0,-1,-1,330,3000
6352,32857,1,41513,6,0,-1,0,-1
6353,32858,0,55884,0,-1,-1,330,3000
6354,32858,1,41514,6,0,-1,0,-1
6355,32859,0,55884,0,-1,-1,330,3000
6356,32859,1,41515,6,0,-1,0,-1
6357,32860,0,55884,0,-1,-1,330,3000
6358,32860,1,41516,6,0,-1,0,-1
6359,32861,0,55884,0,-1,-1,330,3000
6360,32861,1,41517,6,0,-1,0,-1
6361,32862,0,55884,0,-1,-1,330,3000
6362,32862,1,41518,6,0,-1,0,-1
6363,32863,0,48776,1,0,0,0,0
6364,32864,0,40815,0,0,600000,1183,600000
6365,32895,0,42801,0,-1,-1,0,-1
6366,32896,0,42801,0,-1,-1,0,-1
6367,32898,0,41609,0,-1,0,79,3000
6368,32899,0,41610,0,-1,0,79,3000
6369,32900,0,41611,0,-1,0,79,3000
6370,32901,0,41608,0,-1,0,79,3000
6371,32902,0,41618,0,-1,0,4,60000
6372,32903,0,41617,0,-1,0,4,60000
6373,32904,0,41619,0,-1,0,4,60000
6374,32905,0,41620,0,-1,0,4,60000
6375,32907,0,41621,0,12,5000,0,5000
6376,32909,0,41304,0,-1,0,4,60000
6377,32910,0,41306,0,-1,0,4,60000
6378,32912,0,41920,0,0,-1,0,-1
6379,32915,0,41921,0,0,-1,59,-1
6380,32917,0,41943,0,0,-1,0,-1
6381,32918,0,41944,0,0,-1,0,-1
6382,32919,0,41945,0,0,-1,0,-1
6383,32920,0,41946,0,0,-1,0,-1
6384,32921,0,41921,0,0,5000,0,-1
6385,32947,0,28495,0,-1,0,30,60000
6386,32948,0,28499,0,-1,0,4,60000
6387,32960,0,41985,0,15,5000,0,5000
6388,32965,0,42118,0,0,500,0,-1
6389,32966,0,42132,0,0,500,0,-1
6390,32967,0,42114,0,0,500,0,-1
6391,32971,0,42340,0,-1,-1,0,-1
6392,32971,1,42336,5,0,-1,0,-1
6393,33001,0,42169,0,-1,-1,0,-1
6394,33003,1,18061,0,0,120000,1141,20000
6395,33004,0,64056,0,-1,0,11,1000
6396,33009,0,42222,0,-1,-1,0,-1
6397,33016,0,41920,0,0,-1,0,-1
6398,33017,0,41921,0,0,-1,0,-1
6399,33018,0,41943,0,0,5000,0,-1
6400,33019,0,41944,0,0,5000,0,-1
6401,33020,0,41945,0,0,5000,0,-1
6402,33021,0,41946,0,0,5000,0,-1
6403,33023,0,10256,0,-1,0,11,1000
6404,33024,0,10257,0,-1,0,11,1000
6405,33025,0,33253,0,-1,0,11,1000
6406,33026,0,35271,0,-1,0,11,1000
6407,33027,0,42336,-1,0,-1,0,-1
6408,33028,0,44109,0,-1,0,59,1000
6409,33029,0,44110,0,-1,0,59,1000
6410,33030,0,44107,0,-1,0,59,1000
6411,33031,0,44111,0,-1,0,59,1000
6412,33032,0,44112,0,-1,0,59,1000
6413,33033,0,44113,0,-1,0,59,1000
6414,33034,0,44114,0,-1,0,59,1000
6415,33035,0,44115,0,-1,0,59,1000
6416,33036,0,44116,0,-1,0,59,1000
6417,33040,0,42275,1,0,-1,0,-1
6418,33042,0,27089,0,-1,0,59,1000
6419,33043,0,5004,0,-1,0,11,1000
6420,33044,0,42287,0,0,10000,0,-1
6421,33047,0,42156,1,0,-1,0,-1
6422,33048,0,35270,0,-1,0,11,1000
6423,33050,0,42301,0,-1,-1,0,-1
6424,33052,0,33258,0,-1,0,11,1000
6425,33053,0,42309,0,-1,0,11,1000
6426,33061,0,42323,0,-1,-1,0,-1
6427,33069,0,42325,0,0,10000,0,-1
6428,33070,0,42338,0,-1,-1,0,-1
6429,33072,0,42356,0,0,1500,0,-1
6430,33079,0,42365,0,0,1500,0,0
6431,33081,0,42383,0,-1,1000,0,-1
6432,33082,0,42390,0,-1,-1,0,-1
6433,33083,0,42391,0,-1,10000,0,-1
6434,33088,0,42411,0,0,1500,0,-1
6435,33091,0,42418,0,0,1500,0,-1
6436,33092,0,67486,0,-1,0,30,60000
6437,33093,0,67487,0,-1,0,4,60000
6438,33095,0,42425,0,0,60000,0,-1
6439,33096,0,42436,0,-1,0,0,-1
6440,33096,1,42533,5,0,-1,0,-1
6441,33098,0,42406,0,0,1000,0,-1
6442,33101,0,42452,0,0,1500,0,-1
6443,33108,0,42489,0,0,6000,0,-1
6444,33113,0,42521,0,0,120000,0,-1
6445,33119,0,40969,0,0,10000,0,-1
6446,33124,0,483,0,-1,-1,0,-1
6447,33124,1,42546,6,0,-1,0,-1
6448,33129,0,40978,0,0,10000,0,-1
6449,33148,0,483,0,-1,-1,0,-1
6450,33148,1,25086,6,0,-1,0,-1
6451,33149,0,483,0,-1,-1,0,-1
6452,33149,1,25083,6,0,-1,0,-1
6453,33150,0,483,0,-1,-1,0,-1
6454,33150,1,25084,6,0,-1,0,-1
6455,33151,0,483,0,-1,-1,0,-1
6456,33151,1,25084,6,0,-1,0,-1
6457,33152,0,483,0,-1,-1,0,-1
6458,33152,1,25080,6,0,-1,0,-1
6459,33153,0,483,0,-1,-1,0,-1
6460,33153,1,25072,6,0,-1,0,-1
6461,33154,0,55884,0,-1,-1,0,-1
6462,33154,1,42609,6,0,-1,0,-1
6463,33155,0,483,0,-1,-1,0,-1
6464,33155,1,42588,6,0,-1,0,-1
6465,33156,0,483,0,-1,-1,0,-1
6466,33156,1,42589,6,0,-1,0,-1
6467,33157,0,483,0,-1,-1,0,-1
6468,33157,1,42590,6,0,-1,0,-1
6469,33158,0,483,0,-1,-1,0,-1
6470,33158,1,42591,6,0,-1,0,-1
6471,33159,0,483,0,-1,-1,0,-1
6472,33159,1,42592,6,0,-1,0,-1
6473,33160,0,483,0,-1,-1,0,-1
6474,33160,1,42593,6,0,-1,0,-1
6475,33164,0,42564,0,0,1000,0,-1
6476,33165,0,483,0,-1,-1,0,-1
6477,33165,1,42620,6,0,-1,0,-1
6478,33166,0,42644,0,0,300000,0,-1
6479,33174,0,483,0,-1,-1,0,-1
6480,33174,1,42662,6,0,-1,0,-1
6481,33185,0,42687,0,-1,-1,0,-1
6482,33186,0,483,0,-1,-1,0,-1
6483,33186,1,42688,6,0,-1,0,-1
6484,33188,0,31694,5,0,-1,0,-1
6485,33190,0,42703,0,0,5000,1157,-1
6486,33205,0,483,0,-1,-1,0,-1
6487,33205,1,42731,6,0,-1,0,-1
6488,33217,0,42775,5,0,-1,0,-1
6489,33217,1,42775,0,0,-1,0,-1
6490,33218,0,42760,0,-1,0,11,1000
6491,33219,0,42753,0,0,1800000,0,-1
6492,33221,0,42769,0,0,2000,0,-1
6493,33223,0,42766,0,0,300000,0,-1
6494,33224,0,55884,0,-1,-1,330,3000
6495,33224,1,42776,6,0,0,0,0
6496,33225,0,55884,0,-1,-1,330,3000
6497,33225,1,42777,6,0,0,0,0
6498,33226,0,44436,0,-1,1500,0,-1
6499,33234,0,43154,0,-1,0,59,1000
6500,33236,0,34291,0,-1,0,59,1000
6501,33238,0,42788,0,-1,2000,0,-1
6502,33246,0,27094,0,-1,0,11,1000
6503,33254,0,35270,0,-1,0,11,1000
6504,33278,0,42793,0,0,1500,0,-1
6505,33282,0,42817,0,0,30000,0,-1
6506,33284,0,42822,0,-1,-1,0,-1
6507,33288,0,42436,0,0,0,0,-1
6508,33288,1,42533,5,0,-1,0,-1
6509,33290,0,42836,0,-1,-1,0,-1
6510,33302,0,42929,0,0,0,330,3000
6511,33305,0,483,0,-1,-1,0,-1
6512,33305,1,42558,6,0,-1,0,-1
6513,33306,0,42924,0,0,-1,0,-1
6514,33307,0,483,0,-1,-1,0,-1
6515,33307,1,42974,6,0,-1,0,-1
6516,33308,0,42981,0,-1,-1,0,-1
6517,33310,0,43036,0,0,1000,0,-1
6518,33311,0,43042,0,0,5000,0,-1
6519,33312,1,5405,0,-3,0,100,120000
6520,33321,0,43057,0,0,1000,0,-1
6521,33323,0,49634,0,0,1000,0,-1
6522,33335,0,43076,0,0,0,1168,5000
6523,33336,0,43051,0,0,1000,0,-1
6524,33339,0,43089,0,0,5000,0,-1
6525,33340,0,43102,0,0,5000,0,-1
6526,33341,0,43051,0,0,1000,0,-1
6527,33342,0,43036,0,0,1000,0,-1
6528,33343,0,43057,0,0,1000,0,-1
6529,33344,0,49625,0,0,1000,0,-1
6530,33346,0,43089,0,0,5000,0,-1
6531,33349,0,43115,0,0,2000,1170,0
6532,33350,0,16916,2,0,-1,0,-1
6533,33352,0,43214,0,-1,-1,0,-1
6534,33418,0,43157,0,0,1000,0,-1
6535,33441,0,43172,0,0,5000,0,-1
6536,33442,0,43210,0,0,1000,0,-1
6537,33443,0,43180,0,-1,0,11,1000
6538,33444,0,43182,0,-1,0,59,1000
6539,33445,0,43183,0,-1,0,59,1000
6540,33447,0,43185,0,-1,0,30,60000
6541,33448,0,43186,0,-1,0,4,60000
6542,33449,0,43180,0,-1,0,11,1000
6543,33450,0,43189,0,0,-1,0,-1
6544,33451,0,43180,0,-1,0,11,1000
6545,33452,0,43180,0,-1,0,11,1000
6546,33454,0,43180,0,-1,0,11,1000
6547,33457,0,43194,0,-1,1000,0,-1
6548,33458,0,43195,0,-1,1000,0,-1
6549,33459,0,43196,0,-1,1000,0,-1
6550,33460,0,43197,0,-1,1000,0,-1
6551,33461,0,43198,0,-1,1000,0,-1
6552,33462,0,43199,0,-1,1000,0,-1
6553,33472,0,43233,0,0,-1,0,-1
6554,33475,0,43827,1,0,-1,0,-1
6555,33477,0,43209,0,-1,-1,0,-1
6556,33486,0,43232,0,0,20000,0,-1
6557,33554,0,43286,0,0,-1,0,-1
