ID,Quality[0],Quality[1],Quality[2],Quality[3],Quality[4],Quality[5],Quality[6],ItemLevel
353,18.055304,29.038666,30.091967,32.321026,33.435555,33.435555,33.435555,353
354,18.059656,29.045815,30.099426,32.329105,33.443943,33.443943,33.443943,354
355,18.064318,29.053583,30.107197,32.337498,33.452335,33.452335,33.452335,355
356,18.068668,29.060732,30.114655,32.34527,33.460728,33.460728,33.460728,356
357,18.07333,29.06788,30.122114,32.353348,33.46912,33.46912,33.46912,357
358,18.077993,29.07534,30.129885,32.36174,33.477512,33.477512,33.477512,358
359,18.082344,29.082489,30.137344,32.36982,34.044098,34.044098,34.044098,359
360,18.087006,29.089947,30.145113,32.378212,34.052803,34.052803,34.052803,360
361,18.091667,29.097095,30.152573,32.385983,34.061195,34.061195,34.061195,361
362,18.09602,29.104555,30.160032,32.394062,34.069584,34.069584,34.069584,362
363,18.100681,29.112015,30.167803,32.402454,34.078598,34.078598,34.078598,363
364,18.105032,29.119164,30.17526,32.969353,34.08699,34.08699,34.08699,364
365,18.109694,29.126621,30.183031,32.977745,34.09569,34.09569,34.09569,365
366,18.114357,29.13377,30.19049,32.985825,34.104084,34.104084,34.104084,366
367,18.118708,29.140919,30.19795,32.993908,34.112476,34.112476,34.112476,367
368,18.12337,29.148378,30.205719,33.00261,34.121178,34.121178,34.121178,368
369,18.12803,29.155838,30.213179,33.01069,34.12957,34.12957,34.12957,369
370,18.132694,29.163296,30.22095,33.01908,34.138584,34.138584,34.138584,370
371,18.137045,29.170444,30.228409,33.027473,34.146973,34.146973,34.146973,371
372,18.141706,29.177904,30.236177,33.035866,34.155678,34.155678,34.155678,372
373,18.146057,29.185053,30.243637,33.043945,34.16407,34.16407,34.16407,373
374,18.15072,29.192202,30.251097,33.052025,34.17246,34.17246,34.17246,374
375,18.155382,29.19966,30.258867,33.06073,34.181164,34.181164,34.181164,375
376,18.159733,29.207119,30.266325,33.06881,34.189865,34.189865,34.189865,376
377,18.164394,29.214579,30.274096,33.0772,34.198566,34.198566,34.198566,377
378,18.169058,29.221727,30.281555,32.483883,33.58505,33.58505,33.58505,378
379,18.215988,29.29725,30.359877,32.5678,33.67176,33.67176,33.67176,379
380,18.262608,29.372465,30.437887,32.651405,33.758476,33.758476,33.758476,380
381,18.309849,29.4483,30.51652,32.735943,33.845497,33.845497,33.845497,381
382,18.357092,29.524446,30.595152,33.376503,33.932835,33.932835,33.932835,382
383,18.404333,29.60028,30.673784,33.46228,34.02017,34.02017,34.02017,383
384,18.451885,29.676739,30.753038,33.548683,34.107815,34.107815,34.107815,384
385,18.499437,29.753195,30.832293,33.034622,33.58505,33.58505,33.58505,385
386,18.522747,29.790802,30.871143,33.076267,33.62763,33.62763,33.62763,386
387,18.546057,29.82841,30.910303,33.118225,33.670208,33.670208,33.670208,387
388,18.56968,29.866325,30.949465,33.160183,33.712788,33.712788,33.712788,388
389,18.5933,29.903933,30.988625,33.20214,33.755367,33.755367,33.755367,389
390,18.61661,29.94185,31.027786,33.2441,33.798256,33.798256,33.798256,390
391,18.64023,29.979458,31.066946,33.286057,33.840836,33.840836,33.840836,391
392,18.66385,30.017685,31.106419,33.328327,33.883728,33.883728,33.883728,392
393,18.687471,30.055603,31.145578,33.370285,33.926308,33.926308,33.926308,393
394,18.711092,30.093521,31.185051,33.412556,33.96951,33.96951,33.96951,394
395,18.734713,30.13175,31.224522,33.454823,34.012398,34.012398,34.012398,395
396,18.758333,30.169666,31.263994,33.497093,34.05529,34.05529,34.05529,396
397,18.781956,30.207895,31.303465,33.53936,34.098488,34.098488,34.098488,397
398,18.805887,30.246124,31.343248,33.58194,34.14169,34.14169,34.14169,398
399,18.829508,30.284351,31.382719,33.03431,33.58505,33.58505,33.58505,399
400,18.870533,30.35024,31.451096,33.658085,33.658085,33.658085,33.658085,400
401,18.911558,30.416443,31.519472,33.731434,33.731434,33.731434,33.731434,401
402,18.952894,30.482643,31.588158,33.804783,33.804783,33.804783,33.804783,402
403,18.99423,30.548843,31.656845,33.878445,33.878445,33.878445,33.878445,403
404,19.035568,30.615355,31.725842,33.952103,33.952103,33.952103,33.952103,404
405,19.076904,30.682177,31.79484,34.026073,34.026073,34.026073,34.026073,405
406,19.118551,30.748999,31.86415,34.100353,34.100353,34.100353,34.100353,406
407,19.160198,30.81582,31.933456,33.58505,33.58505,33.58505,33.58505,407
408,19.196562,30.87425,31.994062,33.649075,33.649075,33.649075,33.649075,408
409,19.232925,30.932991,32.05498,33.713097,33.713097,33.713097,33.713097,409
410,19.2696,30.991734,32.1159,33.777122,33.777122,33.777122,33.777122,410
411,19.305964,31.050474,32.176815,33.84115,33.84115,33.84115,33.84115,411
412,19.342949,31.109837,32.23804,33.905483,33.905483,33.905483,33.905483,412
413,19.379623,31.168888,32.299267,33.96982,33.96982,33.96982,33.96982,413
414,19.416609,31.228252,32.360806,34.034775,34.034775,34.034775,34.034775,414
415,19.453283,31.287615,32.422344,34.099422,34.099422,34.099422,34.099422,415
416,19.490269,31.346977,32.483883,33.58505,33.58505,33.58505,33.58505,416
417,19.537199,31.422503,32.562206,33.665855,33.665855,33.665855,33.665855,417
418,19.58413,31.497715,32.640217,34.29989,34.29989,34.29989,34.29989,418
419,19.63137,31.573551,32.71885,34.38256,34.38256,34.38256,34.38256,419
420,19.678614,31.649696,32.79748,34.465233,34.465233,34.465233,34.465233,420
421,19.725855,31.725842,32.876423,34.548218,34.548218,34.548218,34.548218,421
422,19.773096,31.801989,32.955368,34.631203,34.631203,34.631203,34.631203,422
423,19.820648,31.878445,33.034622,34.135784,34.135784,34.135784,34.135784,423
424,19.875349,31.966402,33.125687,34.229958,34.229958,34.229958,34.229958,424
425,19.93036,32.05436,33.21706,34.32444,34.32444,34.32444,34.32444,425
426,19.985373,32.142937,33.308746,34.418926,34.418926,34.418926,34.418926,426
427,20.040384,32.231823,33.400745,34.51403,34.51403,34.51403,34.51403,427
428,20.095707,32.320404,33.49274,34.609135,34.609135,34.609135,34.609135,428
429,20.15103,32.409603,33.58505,34.135475,34.135475,34.135475,34.135475,429
430,20.23308,32.54169,33.7218,34.27471,34.27471,34.27471,34.27471,430
431,20.315441,32.67409,33.859173,34.41426,34.41426,34.41426,34.41426,431
432,20.398426,32.807117,33.99717,34.554432,34.554432,34.554432,34.554432,432
433,20.48141,32.94107,34.135784,34.135784,34.135784,34.135784,34.135784,433
434,20.564703,33.075024,34.27471,34.27471,34.27471,34.27471,34.27471,434
435,20.648619,33.20991,34.41426,34.969353,34.969353,34.969353,34.969353,435
436,20.732536,33.34511,34.554432,35.1117,35.1117,35.1117,35.1117,436
437,20.81179,33.47223,34.68621,34.68621,34.68621,34.68621,34.68621,437
438,20.85872,33.547752,34.764534,34.764534,34.764534,34.764534,34.764534,438
439,20.905651,33.623276,34.842857,34.842857,34.842857,34.842857,34.842857,439
440,20.952581,33.6988,34.921177,34.921177,34.921177,34.921177,34.921177,440
441,20.999825,33.77495,34.99981,34.99981,34.99981,34.99981,34.99981,441
442,21.047377,33.851093,35.078754,35.078754,35.078754,35.078754,35.078754,442
443,21.094618,33.92724,35.157696,35.157696,35.157696,35.157696,35.157696,443
444,21.14217,34.003696,35.23695,35.23695,35.23695,35.23695,35.23695,444
445,21.19687,34.091652,35.328014,35.328014,35.328014,35.328014,35.328014,445
446,21.251572,34.179607,35.419388,35.419388,35.419388,35.419388,35.419388,446
447,21.306583,34.268185,35.511074,35.511074,35.511074,35.511074,35.511074,447
448,21.361906,34.357075,35.603073,35.603073,35.603073,35.603073,35.603073,448
449,21.416918,34.445652,35.69507,35.69507,35.69507,35.69507,35.69507,449
450,21.472551,34.53485,35.787376,35.787376,35.787376,35.787376,35.787376,450
451,21.519482,34.61038,35.8657,35.8657,35.8657,35.8657,35.8657,451
452,21.566412,34.6859,35.94402,35.94402,35.94402,35.94402,35.94402,452
453,21.613342,34.761425,36.022343,36.022343,36.022343,36.022343,36.022343,453
454,21.660583,34.83757,36.100975,36.100975,36.100975,36.100975,36.100975,454
455,21.707827,34.91372,36.179916,36.179916,36.179916,36.179916,36.179916,455
456,21.755379,34.989864,36.25886,36.25886,36.25886,36.25886,36.25886,456
457,21.80293,35.066322,36.338116,36.338116,36.338116,36.338116,36.338116,457
458,21.857632,35.154278,36.42918,36.42918,36.42918,36.42918,36.42918,458
459,21.912333,35.242233,36.520554,36.520554,36.520554,36.520554,36.520554,459
460,21.967344,35.33081,36.61224,36.61224,36.61224,36.61224,36.61224,460
461,22.022667,35.4197,36.704235,36.704235,36.704235,36.704235,36.704235,461
462,22.077679,35.508278,36.796234,36.796234,36.796234,36.796234,36.796234,462
463,22.133001,35.597477,36.888542,36.888542,36.888542,36.888542,36.888542,463
464,22.463692,36.128944,37.439278,37.439278,37.439278,37.439278,37.439278,464
465,22.628105,36.393436,37.713406,37.713406,37.713406,37.713406,37.713406,465
466,22.79376,36.660103,37.989704,37.989704,37.989704,37.989704,37.989704,466
467,23.124142,37.19157,38.540443,38.540443,38.540443,38.540443,38.540443,467
468,23.288866,37.456062,38.814568,38.814568,38.814568,38.814568,38.814568,468
469,23.454521,37.72273,39.09087,39.09087,39.09087,39.09087,39.09087,469
470,23.784903,38.254196,39.64161,39.64161,39.64161,39.64161,39.64161,470
471,23.949316,38.51869,39.915733,39.915733,39.915733,39.915733,39.915733,471
472,24.115282,38.785355,40.192036,40.192036,40.192036,40.192036,40.192036,472
473,24.445663,39.316822,40.74277,40.74277,40.74277,40.74277,40.74277,473
474,24.610077,39.581314,41.0169,41.0169,41.0169,41.0169,41.0169,474
475,24.776043,39.84798,41.293198,41.293198,41.293198,41.293198,41.293198,475
476,25.106113,40.379135,41.843624,41.843624,41.843624,41.843624,41.843624,476
477,25.270838,40.643936,42.11806,42.11806,42.11806,42.11806,42.11806,477
478,25.436493,40.910603,42.394363,42.394363,42.394363,42.394363,42.394363,478
479,25.766874,41.44176,42.94479,42.94479,42.94479,42.94479,42.94479,479
480,25.931599,41.706562,43.219227,43.219227,43.219227,43.219227,43.219227,480
481,26.097254,41.97323,43.49553,43.49553,43.49553,43.49553,43.49553,481
482,26.427635,42.504387,44.045956,44.045956,44.045956,44.045956,44.045956,482
483,26.758015,43.035854,44.59669,44.59669,44.59669,44.59669,44.59669,483
484,26.922739,43.300655,44.871128,44.871128,44.871128,44.871128,44.871128,484
485,27.088396,43.567013,45.147118,45.147118,45.147118,45.147118,45.147118,485
486,27.418776,44.09848,45.697857,45.697857,45.697857,45.697857,45.697857,486
487,27.748846,44.62964,46.248283,46.248283,46.248283,46.248283,46.248283,487
488,28.079536,45.161106,46.799023,46.799023,46.799023,46.799023,46.799023,488
489,28.24395,45.425907,47.073456,47.073456,47.073456,47.073456,47.073456,489
490,28.409607,45.69226,47.34945,47.34945,47.34945,47.34945,47.34945,490
491,28.739986,46.22373,47.900185,47.900185,47.900185,47.900185,47.900185,491
492,29.070368,46.754887,48.45061,48.45061,48.45061,48.45061,48.45061,492
493,29.400747,47.286354,49.00135,49.00135,49.00135,49.00135,49.00135,493
494,29.565472,47.551155,49.275787,49.275787,49.275787,49.275787,49.275787,494
495,29.731129,47.817513,49.551777,49.551777,49.551777,49.551777,49.551777,495
496,30.061508,48.34898,50.102512,50.102512,50.102512,50.102512,50.102512,496
497,30.39189,48.88014,50.652943,50.652943,50.652943,50.652943,50.652943,497
498,30.72227,49.411606,51.20368,51.20368,51.20368,51.20368,51.20368,498
499,31.05234,49.942764,51.754105,51.754105,51.754105,51.754105,51.754105,499
500,31.38303,50.47423,52.304844,52.304844,52.304844,52.304844,52.304844,500
501,31.547443,50.739033,52.57928,52.57928,52.57928,52.57928,52.57928,501
502,31.7131,51.005386,52.85527,52.85527,52.85527,52.85527,52.85527,502
503,32.04348,51.536858,53.406006,53.406006,53.406006,53.406006,53.406006,503
504,32.37386,52.068012,53.956432,53.956432,53.956432,53.956432,53.956432,504
505,32.704243,52.59948,54.50717,54.50717,54.50717,54.50717,54.50717,505
506,33.034622,53.13064,55.0576,55.0576,55.0576,55.0576,55.0576,506
507,33.364693,53.661797,55.608025,55.608025,55.608025,55.608025,55.608025,507
508,33.69538,54.193264,56.158764,56.158764,56.158764,56.158764,56.158764,508
509,34.02545,54.724422,56.70919,56.70919,56.70919,56.70919,56.70919,509
510,34.35583,55.25589,57.259926,57.259926,57.259926,57.259926,57.259926,510
511,34.68621,55.787045,57.810352,57.810352,57.810352,57.810352,57.810352,511
512,35.016594,56.318516,58.36109,58.36109,58.36109,58.36109,58.36109,512
513,35.346973,56.84967,58.91152,58.91152,58.91152,58.91152,58.91152,513
514,35.677353,57.381138,59.462257,59.462257,59.462257,59.462257,59.462257,514
515,36.007732,57.912296,60.012684,60.012684,60.012684,60.012684,60.012684,515
516,36.338116,58.443764,60.56342,60.56342,60.56342,60.56342,60.56342,516
517,36.668182,58.974922,61.113846,61.113846,61.113846,61.113846,61.113846,517
518,36.998875,59.50639,61.664585,61.664585,61.664585,61.664585,61.664585,518
519,37.328945,60.037548,62.21501,62.21501,62.21501,62.21501,62.21501,519
520,37.659325,60.569016,62.76575,62.76575,62.76575,62.76575,62.76575,520
521,37.989704,61.10017,63.316177,63.316177,63.316177,63.316177,63.316177,521
522,38.320087,61.63164,63.866913,63.866913,63.866913,63.866913,63.866913,522
523,38.650467,62.162796,64.41734,64.41734,64.41734,64.41734,64.41734,523
524,38.980846,62.694263,64.96808,64.96808,64.96808,64.96808,64.96808,524
525,39.311226,63.22542,65.5185,65.5185,65.5185,65.5185,65.5185,525
526,39.971676,64.28805,66.61967,66.61967,66.61967,66.61967,66.61967,526
527,40.30237,64.81952,67.17041,67.17041,67.17041,67.17041,67.17041,527
528,40.63244,65.35067,67.72083,67.72083,67.72083,67.72083,67.72083,528
529,40.96282,65.88214,68.27157,68.27157,68.27157,68.27157,68.27157,529
530,41.293198,66.4133,68.822,68.822,68.822,68.822,68.822,530
531,41.62358,66.94446,69.37242,69.37242,69.37242,69.37242,69.37242,531
532,41.95396,67.47592,69.923164,69.923164,69.923164,69.923164,69.923164,532
533,42.61472,68.53855,71.02433,71.02433,71.02433,71.02433,71.02433,533
534,42.94479,69.0697,71.57475,71.57475,71.57475,71.57475,71.57475,534
535,43.27517,69.60117,72.12549,72.12549,72.12549,72.12549,72.12549,535
536,43.605553,70.13233,72.67592,72.67592,72.67592,72.67592,72.67592,536
537,44.26631,71.194954,73.777084,73.777084,73.777084,73.777084,73.777084,537
538,44.59669,71.726425,74.32782,74.32782,74.32782,74.32782,74.32782,538
539,44.92707,72.25758,74.87825,74.87825,74.87825,74.87825,74.87825,539
540,45.257454,72.78905,75.428986,75.428986,75.428986,75.428986,75.428986,540
541,45.918213,73.85168,76.53015,76.53015,76.53015,76.53015,76.53015,541
542,46.248283,74.382835,77.080574,77.080574,77.080574,77.080574,77.080574,542
543,46.578663,74.9143,77.63131,77.63131,77.63131,77.63131,77.63131,543
544,47.239426,75.97692,78.732475,78.732475,78.732475,78.732475,78.732475,544
545,47.569805,76.50808,79.282906,79.282906,79.282906,79.282906,79.282906,545
546,47.900185,77.03955,79.83364,79.83364,79.83364,79.83364,79.83364,546
547,48.560947,78.10217,80.93481,80.93481,80.93481,80.93481,80.93481,547
548,48.891014,78.63333,81.48523,81.48523,81.48523,81.48523,81.48523,548
549,49.221706,79.1648,82.03597,82.03597,82.03597,82.03597,82.03597,549
550,49.882156,80.22711,83.136826,83.136826,83.136826,83.136826,83.136826,550
551,50.212536,80.75858,83.68756,83.68756,83.68756,83.68756,83.68756,551
552,50.8733,81.821205,84.78873,84.78873,84.78873,84.78873,84.78873,552
553,51.20337,82.35236,85.33915,85.33915,85.33915,85.33915,85.33915,553
554,51.534058,82.883835,85.88989,85.88989,85.88989,85.88989,85.88989,554
555,52.194508,83.94646,86.99106,86.99106,86.99106,86.99106,86.99106,555
556,52.52489,84.477615,87.54148,87.54148,87.54148,87.54148,87.54148,556
557,53.18565,85.54024,88.64265,88.64265,88.64265,88.64265,88.64265,557
558,53.51603,86.07171,89.19338,89.19338,89.19338,89.19338,89.19338,558
559,54.176792,87.13433,90.29455,90.29455,90.29455,90.29455,90.29455,559
560,54.506863,87.66549,90.84498,90.84498,90.84498,90.84498,90.84498,560
561,55.16762,88.72812,91.94614,91.94614,91.94614,91.94614,91.94614,561
562,55.82838,89.79074,93.0473,93.0473,93.0473,93.0473,93.0473,562
563,56.158764,90.32221,93.598045,93.598045,93.598045,93.598045,93.598045,563
564,56.819523,91.384834,94.6992,94.6992,94.6992,94.6992,94.6992,564
565,57.149902,91.91599,95.24963,95.24963,95.24963,95.24963,95.24963,565
566,57.810352,92.978615,96.3508,96.3508,96.3508,96.3508,96.3508,566
567,58.471115,94.041245,97.451965,97.451965,97.451965,97.451965,97.451965,567
568,58.801495,94.5724,98.00239,98.00239,98.00239,98.00239,98.00239,568
569,59.462257,95.635025,99.10355,99.10355,99.10355,99.10355,99.10355,569
570,60.122707,96.69765,100.20472,100.20472,100.20472,100.20472,100.20472,570
571,60.453396,97.22912,100.75546,100.75546,100.75546,100.75546,100.75546,571
572,61.113846,98.29174,101.85662,101.85662,101.85662,101.85662,101.85662,572
573,61.77461,99.35437,102.95779,102.95779,102.95779,102.95779,102.95779,573
574,62.10499,99.88553,103.50821,103.50821,103.50821,103.50821,103.50821,574
575,62.76575,100.94815,104.60938,104.60938,104.60938,104.60938,104.60938,575
576,63.4262,102.01077,105.71054,105.71054,105.71054,105.71054,105.71054,576
577,64.08696,103.0734,106.81171,106.81171,106.81171,106.81171,106.81171,577
578,64.74772,104.13602,107.91286,107.91286,107.91286,107.91286,107.91286,578
579,65.0781,104.6675,108.46361,108.46361,108.46361,108.46361,108.46361,579
580,65.73886,105.73012,109.56477,109.56477,109.56477,109.56477,109.56477,580
581,66.399315,106.79243,110.66563,110.66563,110.66563,110.66563,110.66563,581
582,67.060074,107.85506,111.76678,111.76678,111.76678,111.76678,111.76678,582
583,67.72083,108.91769,112.86795,112.86795,112.86795,112.86795,112.86795,583
584,68.38159,109.98031,113.96912,113.96912,113.96912,113.96912,113.96912,584
585,69.042046,111.04294,115.07028,115.07028,115.07028,115.07028,115.07028,585
586,69.702805,112.10556,116.17145,116.17145,116.17145,116.17145,116.17145,586
587,70.36356,113.16818,117.27261,117.27261,117.27261,117.27261,117.27261,587
588,71.02433,114.23081,118.37377,118.37377,118.37377,118.37377,118.37377,588
589,71.68509,115.29343,119.47494,119.47494,119.47494,119.47494,119.47494,589
590,72.345535,116.35606,120.5761,120.5761,120.5761,120.5761,120.5761,590
591,73.0063,117.41869,121.67727,121.67727,121.67727,121.67727,121.67727,591
592,73.66706,118.48131,122.77843,122.77843,122.77843,122.77843,122.77843,592
593,74.32782,119.54394,123.87959,123.87959,123.87959,123.87959,123.87959,593
594,74.98858,120.60656,124.98076,124.98076,124.98076,124.98076,124.98076,594
595,75.64903,121.66919,126.08192,126.08192,126.08192,126.08192,126.08192,595
596,76.30979,122.73181,127.18309,127.18309,127.18309,127.18309,127.18309,596
597,77.300934,124.32559,128.83469,128.83469,128.83469,128.83469,128.83469,597
598,77.96138,125.38822,129.93585,129.93585,129.93585,129.93585,129.93585,598
599,78.62215,126.45084,131.037,131.037,131.037,131.037,131.037,599
600,79.282906,127.51347,132.13817,132.13817,132.13817,132.13817,132.13817,600
601,79.943665,128.5761,133.23933,133.23933,133.23933,133.23933,133.23933,601
602,80.93481,130.17018,134.89124,134.89124,134.89124,134.89124,134.89124,602
603,81.595566,131.23282,135.9924,135.9924,135.9924,135.9924,135.9924,603
604,82.25602,132.29544,137.09357,137.09357,137.09357,137.09357,137.09357,604
605,83.24716,133.88922,138.74516,138.74516,138.74516,138.74516,138.74516,605
606,83.90792,134.95184,139.84633,139.84633,139.84633,139.84633,139.84633,606
607,84.56837,136.01447,140.9475,140.9475,140.9475,140.9475,140.9475,607
608,85.55951,137.60826,142.59908,142.59908,142.59908,142.59908,142.59908,608
609,86.22027,138.67088,143.70024,143.70024,143.70024,143.70024,143.70024,609
610,87.21141,140.26497,145.35214,145.35214,145.35214,145.35214,145.35214,610
611,87.871864,141.32759,146.45331,146.45331,146.45331,146.45331,146.45331,611
612,88.86301,142.92139,148.1049,148.1049,148.1049,148.1049,148.1049,612
613,89.523766,143.98401,149.20607,149.20607,149.20607,149.20607,149.20607,613
614,90.51491,145.57779,150.85797,150.85797,150.85797,150.85797,150.85797,614
615,91.175354,146.64041,151.95882,151.95882,151.95882,151.95882,151.95882,615
616,92.1665,148.23419,153.61072,153.61072,153.61072,153.61072,153.61072,616
617,92.827255,149.29681,154.71188,154.71188,154.71188,154.71188,154.71188,617
618,93.818085,150.89091,156.36348,156.36348,156.36348,156.36348,156.36348,618
619,94.80923,152.4847,158.01538,158.01538,158.01538,158.01538,158.01538,619
620,95.46999,153.54732,159.11655,159.11655,159.11655,159.11655,159.11655,620
621,96.46082,155.1411,160.76814,160.76814,160.76814,160.76814,160.76814,621
622,97.451965,156.7352,162.42004,162.42004,162.42004,162.42004,162.42004,622
623,98.4431,158.32898,164.07162,164.07162,164.07162,164.07162,164.07162,623
624,99.10355,159.3916,165.17279,165.17279,165.17279,165.17279,165.17279,624
625,100.0947,160.98538,166.82439,166.82439,166.82439,166.82439,166.82439,625
626,101.08584,162.57948,168.47629,168.47629,168.47629,168.47629,168.47629,626
627,102.07667,164.17326,170.12788,170.12788,170.12788,170.12788,170.12788,627
628,103.06781,165.76735,171.77979,171.77979,171.77979,171.77979,171.77979,628
629,104.05894,167.36115,173.43137,173.43137,173.43137,173.43137,173.43137,629
630,105.05009,168.95523,175.08327,175.08327,175.08327,175.08327,175.08327,630
631,106.04092,170.54901,176.73486,176.73486,176.73486,176.73486,176.73486,631
632,107.03206,172.14311,178.38676,178.38676,178.38676,178.38676,178.38676,632
633,108.02289,173.7369,180.03836,180.03836,180.03836,180.03836,180.03836,633
634,109.01403,175.33067,181.68996,181.68996,181.68996,181.68996,181.68996,634
635,110.00517,176.92476,183.34186,183.34186,183.34186,183.34186,183.34186,635
636,110.996,178.51855,184.99344,184.99344,184.99344,184.99344,184.99344,636
637,111.98714,180.11264,186.64534,186.64534,186.64534,186.64534,186.64534,637
638,112.97829,181.70642,188.29694,188.29694,188.29694,188.29694,188.29694,638
639,113.96943,183.30052,189.94884,189.94884,189.94884,189.94884,189.94884,639
640,115.29064,185.42577,192.15117,192.15117,192.15117,192.15117,192.15117,640
641,116.28178,187.01955,193.80276,193.80276,193.80276,193.80276,193.80276,641
642,117.27261,188.61333,195.45435,195.45435,195.45435,195.45435,195.45435,642
643,118.26375,190.20743,197.10625,197.10625,197.10625,197.10625,197.10625,643
644,119.58527,192.33267,199.30858,199.30858,199.30858,199.30858,199.30858,644
645,120.5761,193.92645,200.96017,200.96017,200.96017,200.96017,200.96017,645
646,121.89762,196.05171,203.1625,203.1625,203.1625,203.1625,203.1625,646
647,122.88876,197.6458,204.8144,204.8144,204.8144,204.8144,204.8144,647
648,124.20998,199.77074,207.01642,207.01642,207.01642,207.01642,207.01642,648
649,125.20112,201.36484,208.66832,208.66832,208.66832,208.66832,208.66832,649
650,126.52233,203.49008,210.87065,210.87065,210.87065,210.87065,210.87065,650
651,127.51347,205.08386,212.52225,212.52225,212.52225,212.52225,212.52225,651
652,128.83469,207.20912,214.72458,214.72458,214.72458,214.72458,214.72458,652
653,129.82582,208.8032,216.37648,216.37648,216.37648,216.37648,216.37648,653
654,131.14734,210.92847,218.5788,218.5788,218.5788,218.5788,218.5788,654
655,132.46855,213.0534,220.78082,220.78082,220.78082,220.78082,220.78082,655
656,133.78976,215.17865,222.98315,222.98315,222.98315,222.98315,222.98315,656
657,134.7809,216.77275,224.63506,224.63506,224.63506,224.63506,224.63506,657
658,136.10243,218.898,226.83739,226.83739,226.83739,226.83739,226.83739,658
659,137.42395,221.02324,229.0397,229.0397,229.0397,229.0397,229.0397,659
660,138.74516,223.1485,231.24203,231.24203,231.24203,231.24203,231.24203,660
661,140.06668,225.27374,233.44437,233.44437,233.44437,233.44437,233.44437,661
662,141.3879,227.39868,235.64638,235.64638,235.64638,235.64638,235.64638,662
663,142.7091,229.52394,237.84871,237.84871,237.84871,237.84871,237.84871,663
664,144.03062,231.64919,240.05104,240.05104,240.05104,240.05104,240.05104,664
665,145.35214,233.77443,242.25337,242.25337,242.25337,242.25337,242.25337,665
666,146.67336,235.89969,244.4557,244.4557,244.4557,244.4557,244.4557,666
667,147.99487,238.02493,246.65804,246.65804,246.65804,246.65804,246.65804,667
668,149.31609,240.15019,248.86035,248.86035,248.86035,248.86035,248.86035,668
669,150.96799,242.8066,251.61311,251.61311,251.61311,251.61311,251.61311,669
670,152.2892,244.93184,253.81544,253.81544,253.81544,253.81544,253.81544,670
671,153.61072,247.0571,256.01776,256.01776,256.01776,256.01776,256.01776,671
672,155.26262,249.71382,258.77084,258.77084,258.77084,258.77084,258.77084,672
673,156.58383,251.83907,260.97318,260.97318,260.97318,260.97318,260.97318,673
674,158.23543,254.49547,263.72592,263.72592,263.72592,263.72592,263.72592,674
675,159.55695,256.62073,265.92825,265.92825,265.92825,265.92825,265.92825,675
676,161.20854,259.27713,268.681,268.681,268.681,268.681,268.681,676
677,162.53006,261.40237,270.88333,270.88333,270.88333,270.88333,270.88333,677
678,164.18196,264.0591,273.6364,273.6364,273.6364,273.6364,273.6364,678
679,165.50317,266.18405,275.8384,275.8384,275.8384,275.8384,275.8384,679
680,167.15477,268.84076,278.5915,278.5915,278.5915,278.5915,278.5915,680
681,168.80667,271.49716,281.34424,281.34424,281.34424,281.34424,281.34424,681
682,170.45827,274.15387,284.09732,284.09732,284.09732,284.09732,284.09732,682
683,171.77979,276.27914,286.29962,286.29962,286.29962,286.29962,286.29962,683
684,173.43137,278.93555,289.0524,289.0524,289.0524,289.0524,289.0524,684
685,175.08296,281.59195,291.80515,291.80515,291.80515,291.80515,291.80515,685
686,176.73486,284.24866,294.55823,294.55823,294.55823,294.55823,294.55823,686
687,178.38646,286.90506,297.31097,297.31097,297.31097,297.31097,297.31097,687
688,180.03836,289.5618,300.06403,300.06403,300.06403,300.06403,300.06403,688
689,181.68996,292.2182,302.8168,302.8168,302.8168,302.8168,302.8168,689
690,183.34186,294.8746,305.56955,305.56955,305.56955,305.56955,305.56955,690
691,185.32382,298.06247,308.87305,308.87305,308.87305,308.87305,308.87305,691
692,186.97572,300.7192,311.6261,311.6261,311.6261,311.6261,311.6261,692
693,188.62732,303.3756,314.37888,314.37888,314.37888,314.37888,314.37888,693
694,190.60928,306.56348,317.68234,317.68234,317.68234,317.68234,317.68234,694
695,192.26118,309.21988,320.43512,320.43512,320.43512,320.43512,320.43512,695
696,193.91278,311.87662,323.18817,323.18817,323.18817,323.18817,323.18817,696
697,195.89507,315.06448,326.49167,326.49167,326.49167,326.49167,326.49167,697
698,197.54666,317.7209,329.24442,329.24442,329.24442,329.24442,329.24442,698
699,199.52863,320.90878,332.5479,332.5479,332.5479,332.5479,332.5479,699
700,201.51091,324.09665,335.8514,335.8514,335.8514,335.8514,335.8514,700
701,203.1625,326.75305,338.60416,338.60416,338.60416,338.60416,338.60416,701
702,205.14447,329.94092,341.90765,341.90765,341.90765,341.90765,341.90765,702
703,207.12675,333.1288,345.21115,345.21115,345.21115,345.21115,345.21115,703
704,209.10872,336.31668,348.51465,348.51465,348.51465,348.51465,348.51465,704
705,211.091,339.50455,351.81815,351.81815,351.81815,351.81815,351.81815,705
706,213.07298,342.69244,355.12164,355.12164,355.12164,355.12164,355.12164,706
707,215.05495,345.88,358.4248,358.4248,358.4248,358.4248,358.4248,707
708,217.03693,349.06787,361.7283,361.7283,361.7283,361.7283,361.7283,708
709,219.01921,352.25574,365.0318,365.0318,365.0318,365.0318,365.0318,709
710,221.00117,355.44363,368.3353,368.3353,368.3353,368.3353,368.3353,710
