ID,Achievement_ID,Type,Asset_ID,Quantity,Start_event,Start_asset,Fail_event,Fail_asset,Description_lang,Flags,Timer_start_event,Timer_asset_ID,Timer_time,Ui_order,WorldStateID,RequiredWorldStateStatus,AdditionalConditionType[0],AdditionalConditionType[1],AdditionalConditionType[2],AdditionalConditionValue[0],AdditionalConditionValue[1],AdditionalConditionValue[2]
10718,3336,74,0,1,0,0,0,0,Deadly Gladiator,2,0,0,0,1,0,0,38,0,0,56,0,0
10720,2979,28,65296,1,0,0,0,0,Lumberjacked,2,1,21686,15,1,0,0,20,0,0,0,0,0
10721,3118,28,65296,1,0,0,0,0,Lumberjacked,2,1,21686,15,1,0,0,20,0,0,1,0,0
10722,2954,0,32930,1,0,0,0,0,Kologarn,10,1,21687,12,1,0,0,20,0,0,1,0,0
10738,3356,34,17229,0,0,0,0,0,,2,0,0,0,1,0,0,0,0,0,0,0,0
10740,3357,34,64659,0,0,0,0,0,,2,0,0,0,1,0,0,0,0,0,0,0,0
10758,2983,28,65074,1,0,0,0,0,Freya,2,0,0,0,1,0,0,20,0,0,1,0,0
10780,3003,28,65312,3,0,0,0,0,Close 3 Black Holes within 10 seconds,1,1,21697,10,1,0,0,20,0,0,0,0,0
10782,3002,28,65312,3,0,0,0,0,Close 3 Black Holes within 10 seconds,1,1,21697,10,1,0,0,20,0,0,1,0,0
10784,3376,28,65322,1,0,0,0,0,Flame Leviathan + 1 (10),2,0,0,0,1,0,0,20,0,0,0,0,0
10785,3377,28,65323,1,0,0,0,0,Flame Leviathan + 2 (10),2,0,0,0,1,0,0,20,0,0,0,0,0
10786,3378,28,65324,1,0,0,0,0,Flame Leviathan + 3 (10),2,0,0,0,1,0,0,20,0,0,0,0,0
10787,3379,28,65325,1,0,0,0,0,Flame Leviathan + 4 (10),2,0,0,0,1,0,0,20,0,0,0,0,0
10788,3380,28,65322,1,0,0,0,0,Flame Leviathan + 1 (25),2,0,0,0,1,0,0,20,0,0,1,0,0
10789,3381,28,65323,1,0,0,0,0,Flame Leviathan + 2 (25),2,0,0,0,1,0,0,20,0,0,1,0,0
10790,3382,28,65324,1,0,0,0,0,Flame Leviathan + 3 (25),2,0,0,0,1,0,0,20,0,0,1,0,0
10791,3383,28,65325,1,0,0,0,0,Flame Leviathan + 4 (25),2,0,0,0,1,0,0,20,0,0,1,0,0
10792,3384,28,65326,1,0,0,0,0,Kill XT Heart (10),2,0,0,0,1,0,0,20,0,0,0,0,0
10793,3385,28,65327,1,0,0,0,0,Wound XT Heart (10),2,0,0,0,1,0,0,20,0,0,0,0,0
10794,3386,28,65326,1,0,0,0,0,Kill XT Heart (25),2,0,0,0,1,0,0,20,0,0,1,0,0
10795,3387,28,65327,1,0,0,0,0,Wound XT Heart (25),2,0,0,0,1,0,0,20,0,0,1,0,0
10796,3388,28,65330,1,0,0,0,0,Molgeim last (10),2,0,0,0,1,0,0,20,0,0,0,0,0
10797,3390,28,65331,1,0,0,0,0,Steelbreaker last (10),2,0,0,0,1,0,0,20,0,0,0,0,0
10798,3389,28,65330,1,0,0,0,0,Molgeim last (25),2,0,0,0,1,0,0,20,0,0,1,0,0
10799,3391,28,65331,1,0,0,0,0,Steelbreaker last (25),2,0,0,0,1,0,0,20,0,0,1,0,0
10800,3392,28,64980,1,0,0,0,0,Force Thorim to enter the arena while Sif is present,2,0,0,0,1,0,0,20,0,0,0,0,0
10801,3393,28,64980,1,0,0,0,0,Force Thorim to enter the arena while Sif is present,2,0,0,0,1,0,0,20,0,0,1,0,0
10802,3394,28,65334,1,0,0,0,0,Freya +1 (10),2,0,0,0,1,0,0,20,0,0,0,0,0
10803,3396,28,65335,1,0,0,0,0,Freya +2 (10),2,0,0,0,1,0,0,20,0,0,0,0,0
10804,3398,28,65334,1,0,0,0,0,Freya +3 (10),2,0,0,0,1,0,0,20,0,0,0,0,0
10805,3395,28,65334,1,0,0,0,0,Freya +1 (25),2,0,0,0,1,0,0,20,0,0,1,0,0
10806,3397,28,65335,1,0,0,0,0,Freya +2 (25),2,0,0,0,1,0,0,20,0,0,1,0,0
10807,3399,28,65334,1,0,0,0,0,Freya +3 (25),2,0,0,0,1,0,0,20,0,0,1,0,0
10808,3400,28,65337,1,0,0,0,0,Mimiron (10),2,0,0,0,1,0,0,20,0,0,0,0,0
10809,3401,28,65337,1,0,0,0,0,Mimiron (25),2,0,0,0,1,0,0,20,0,0,1,0,0
10810,3402,28,65338,1,0,0,0,0,General Vezax (10),2,0,0,0,1,0,0,20,0,0,0,0,0
10811,3403,28,65338,1,0,0,0,0,General Vezax (25),2,0,0,0,1,0,0,20,0,0,1,0,0
10812,3404,28,65339,1,0,0,0,0,Yogg + 3 (10),2,0,0,0,1,0,0,20,0,0,0,0,0
10813,3405,28,65340,1,0,0,0,0,Yogg + 2 (25),2,0,0,0,1,0,0,20,0,0,1,0,0
10814,3406,28,65341,1,0,0,0,0,Yogg + 1 (10),2,0,0,0,1,0,0,20,0,0,0,0,0
10815,3407,28,65342,1,0,0,0,0,Yogg + 0 (10),2,0,0,0,1,0,0,20,0,0,0,0,0
10816,3408,28,65339,1,0,0,0,0,Yogg + 3 (25),2,0,0,0,1,0,0,20,0,0,1,0,0
10817,3409,28,65340,1,0,0,0,0,Yogg + 2 (10),2,0,0,0,1,0,0,20,0,0,0,0,0
10818,3410,28,65341,1,0,0,0,0,Yogg + 1 (25),2,0,0,0,1,0,0,20,0,0,1,0,0
10819,3411,28,65342,1,0,0,0,0,Yogg + 0 (25),2,0,0,0,1,0,0,20,0,0,1,0,0
10838,3142,27,13629,1,0,0,0,0,"Val'anyr, Hammer of Ancient Kings",2,0,0,0,1,0,0,0,0,0,0,0,0
10858,3097,28,65387,100,0,0,0,0,Steelforged Defenders slain,1,6,65387,10,1,0,0,20,0,0,0,0,0
10860,3098,28,65387,100,0,0,0,0,Steelforged Defenders slain,1,6,65387,10,1,0,0,20,0,0,1,0,0
10882,2981,28,65074,1,0,0,0,0,Freya,2,1,21597,1200,1,0,0,20,0,0,1,0,0
10898,3436,74,0,1,0,0,0,0,,2,0,0,0,1,0,0,38,0,0,132,0,0
10918,3456,69,65386,1,0,0,0,0,,2,0,0,0,1,0,0,0,0,0,0,0,0
10919,3457,69,50517,1,0,0,0,0,,2,0,0,0,1,0,0,0,0,0,0,0,0
10940,3478,8,3579,0,0,0,0,0,"""FOOD FIGHT!""",0,0,0,0,1,0,0,0,0,0,0,0,0
10961,3496,34,43900,0,0,0,0,0,swift brewfest ram,2,0,0,0,1,0,0,0,0,0,0,0,0
10998,3516,16,603,0,0,0,0,0,Deaths in Ulduar,2,0,0,0,1,0,0,0,0,0,0,0,0
11038,3536,36,46802,1,0,0,0,0,,2,0,0,0,1,0,0,0,0,0,0,0,0
11078,3556,69,61849,1,0,0,0,0,Darnassus,0,0,0,0,1,0,0,17,0,0,1657,0,0
11082,3557,69,61849,1,0,0,0,0,Orgrimmar,0,0,0,0,1,0,0,17,0,0,14,0,0
11086,3558,29,66376,1,0,0,0,0,Candied Sweet Potatoes,0,0,0,0,1,0,0,0,0,0,0,0,0
11119,3576,29,62051,1,0,0,0,0,Candied Sweet Potato,0,0,0,0,1,0,0,0,0,0,0,0,0
11123,3577,29,66034,1,0,0,0,0,Candied Sweet Potato,0,0,0,0,1,0,0,0,0,0,0,0,0
11128,3578,29,62021,1,0,0,0,0,,2,0,0,0,1,0,0,0,0,0,0,0,0
11134,3580,69,65403,1,0,0,0,0,Orgrimmar,0,0,0,0,1,0,0,8,17,0,66303,14,0
11139,3581,69,65403,1,0,0,0,0,Darnassus,0,0,0,0,1,0,0,8,17,0,66303,1657,0
11142,3582,0,18473,1,0,0,0,0,,2,0,0,0,1,0,0,8,8,0,66304,66303,0
11163,3559,110,61781,1,0,0,0,0,Blood Elf Rogue,0,0,0,0,1,0,0,27,28,0,10,4,0
11168,3579,110,61925,1,0,0,0,0,,2,0,0,0,1,0,0,10,0,0,65403,0,0
11201,3596,27,14048,1,0,0,0,0,Can't Get Enough Turkey,0,0,0,0,1,0,0,0,0,0,0,0,0
11203,3597,27,14061,1,0,0,0,0,Can't Get Enough Turkey,0,0,0,0,1,0,0,0,0,0,0,0,0
11223,3618,36,46892,1,0,0,0,0,Murkimus' Tiny Spear,2,0,0,0,1,0,0,0,0,0,0,0,0
11238,3636,74,0,1,0,0,0,0,,2,0,0,0,1,0,0,0,0,0,0,0,0
11266,3656,8,3579,0,0,0,0,0,"""FOOD FIGHT!""",0,0,0,0,1,0,0,0,0,0,0,0,0
11278,3676,46,1094,42000,0,0,0,0,Exalted with The Silver Covenant,2,0,0,0,1,0,0,0,0,0,0,0,0
11279,3677,46,1124,42000,0,0,0,0,Exalted with The Sunreavers,2,0,0,0,1,0,0,0,0,0,0,0,0
11320,3696,27,13725,1,0,0,0,0,,2,0,0,0,1,0,0,0,0,0,0,0,0
11358,3736,29,67056,1,0,0,0,0,,2,0,0,0,1,0,0,0,0,0,0,0,0
11398,3756,36,46171,1,0,0,0,0,Furious Gladiator's Frost Wyrm,2,0,0,0,1,0,0,0,0,0,0,0,0
11400,3757,36,47840,1,0,0,0,0,,2,0,0,0,1,0,0,0,0,0,0,0,0
11402,3758,74,0,1,0,0,0,0,,2,0,0,0,1,0,0,38,0,0,134,0,0
11418,3776,1,628,1,0,0,0,0,Win Isle of Conquest.,2,0,0,0,1,0,0,0,0,0,0,0,0
11419,3777,1,628,100,0,0,0,0,Complete 100 victories in Isle of Conquest,1,0,0,0,1,0,0,0,0,0,0,0,0
11420,3778,28,68572,1,0,0,0,0,Marshal Jacob Alerius,0,0,0,0,1,0,0,0,0,0,0,0,0
11478,3836,0,35013,1,0,0,0,0,Koralon the Flame Watcher,2,0,0,0,1,0,0,20,0,0,0,0,0
11479,3837,0,35013,1,0,0,0,0,Koralon the Flame Watcher,2,0,0,0,1,0,0,20,0,0,1,0,0
11492,3847,28,68363,1,0,0,0,0,Glaive Thrower,0,0,0,0,1,0,0,0,0,0,0,0,0
11497,3856,56,0,1,0,0,0,0,Glaive Thrower,0,0,0,0,1,0,0,4,0,0,35273,0,0
11502,3857,8,3777,0,0,0,0,0,Isle of Conquest Veteran,0,0,0,0,1,0,0,0,0,0,0,0,0
11542,3812,0,34797,1,0,0,0,0,Defeat the Beasts of Northrend,0,0,0,0,1,0,0,20,0,0,3,0,0
11638,3896,34,67527,0,0,0,0,0,,2,0,0,0,1,0,0,0,0,0,0,0,0
11679,3916,0,34797,1,0,0,0,0,Defeat the Beasts of Northrend,0,0,0,0,1,0,0,20,0,0,1,0,0
11684,3917,0,34797,1,0,0,0,0,Defeat the Beasts of Northrend,0,0,0,0,1,0,0,20,0,0,0,0,0
11689,3918,0,34797,1,0,0,0,0,Defeat the Beasts of Northrend,0,0,0,0,1,0,0,20,0,0,2,0,0
11749,3957,8,3777,0,0,0,0,0,Isle of Conquest Veteran,0,0,0,0,1,0,0,0,0,0,0,0,0
11778,3799,0,34497,1,0,0,0,0,Val'kyr Twins,10,1,21853,180,1,0,0,20,0,0,0,0,0
11779,3797,0,34797,1,0,0,0,0,Icehowl,2,0,0,0,1,0,0,20,0,0,0,0,0
11780,3813,0,34797,1,0,0,0,0,Icehowl,2,0,0,0,1,0,0,20,0,0,1,0,0
11789,3804,28,68663,1,0,0,0,0,Ghoul Explode,2,0,0,0,1,0,0,20,0,0,1,0,0
11803,3798,28,68620,1,0,0,0,0,Faction Champions,2,0,0,0,1,0,0,20,0,0,0,0,0
11818,3815,0,34497,1,0,0,0,0,Val'kyr Twins,10,1,21853,180,1,0,0,20,0,0,1,0,0
11838,3996,0,34780,1,0,0,0,0,Lord Jaraxxus,2,0,0,0,1,0,0,20,0,0,0,0,0
11839,3997,0,34780,1,0,0,0,0,Lord Jaraxxus,2,0,0,0,1,0,0,20,0,0,1,0,0
11858,3803,28,68197,1,0,0,0,0,Defeat Eadric with his own hammer.,2,0,0,0,1,0,0,20,0,0,1,0,0
11863,3802,28,68206,1,0,0,0,0,Hogger,0,0,0,0,1,0,0,20,0,0,1,0,0
11882,4056,28,68517,1,0,0,0,0,Beasts Attempt,2,0,0,0,1,0,0,20,0,0,2,0,0
11902,4074,0,35013,1,0,0,0,0,Koralon the Flame Watcher,2,0,0,0,1,0,0,20,0,0,0,0,0
11903,4075,0,35013,1,0,0,0,0,Koralon the Flame Watcher,2,0,0,0,1,0,0,20,0,0,1,0,0
11958,4096,15,628,0,0,0,0,0,Isle of Conquest,0,0,0,0,1,0,0,0,0,0,0,0,0
11959,4097,1,628,0,0,0,0,0,Isle of Conquest victories,0,0,0,0,1,0,0,0,0,0,0,0,0
12018,4016,28,68308,1,0,0,0,0,"Earth, Wind and Fire",2,0,0,0,1,0,0,20,0,0,0,0,0
12019,4017,28,68308,1,0,0,0,0,"Earth, Wind and Fire",2,0,0,0,1,0,0,20,0,0,1,0,0
12059,3845,28,68357,1,3,628,3,628,Destroy a vehicle,12,0,0,0,1,0,0,0,0,0,0,0,0
12060,3846,1,628,1,0,0,0,0,Win Isle of Conquest.,2,0,0,0,1,0,0,2,0,0,924,0,0
12061,4176,1,628,1,0,0,0,0,Win Isle of Conquest.,2,0,0,0,1,0,0,2,0,0,923,0,0
12062,3851,1,628,1,3,628,3,628,Win Isle of Conquest.,2,0,0,0,1,0,0,2,0,0,11835,0,0
12064,4177,1,628,1,3,628,3,628,Win Isle of Conquest.,2,0,0,0,1,0,0,2,0,0,11836,0,0
12066,3848,29,68366,5,3,628,3,628,Bombs used on enemy gates,13,0,0,0,1,0,0,0,0,0,0,0,0
12067,3849,29,68367,5,3,628,3,628,Bombs used on enemy gates,13,0,0,0,1,0,0,0,0,0,0,0,0
12114,3850,28,68357,10,0,0,0,0,Vehicles killed,1,0,0,0,1,0,0,8,0,0,68458,0,0
12116,3800,28,68186,25,0,0,0,0,Swarm Scarabs Slain,1,6,68186,30,1,0,0,0,0,0,0,0,0
12158,3853,31,4747,1,3,628,3,628,Workshop,4,0,0,0,1,0,0,0,0,0,0,0,0
12163,3854,28,68502,1,0,0,0,0,Courtyard,2,0,0,0,1,0,0,0,0,0,0,0,0
12178,4256,56,0,1,0,0,0,0,Glaive Thrower,0,0,0,0,1,0,0,4,0,0,34802,0,0
12183,3855,35,0,10,0,0,1,0,Players killed,1,0,0,0,1,0,0,8,0,0,68503,0,0
12199,4276,0,34797,1,0,0,0,0,Defeat the Beasts of Northrend,2,0,0,0,1,0,0,20,0,0,3,0,0
12200,4277,0,34780,1,0,0,0,0,Defeat Lord Jaraxxus,2,0,0,0,1,0,0,20,0,0,3,0,0
12201,4278,28,68184,1,0,0,0,0,Defeat the Faction Champions,2,0,0,0,1,0,0,20,0,0,3,0,0
12202,4279,0,34496,1,0,0,0,0,Defeat the Twin Val'kyr,2,0,0,0,1,0,0,20,0,0,3,0,0
12203,4280,0,34660,1,0,0,0,0,Complete the Trial of the Grand Crusader,2,0,0,0,1,0,0,20,0,0,3,0,0
12204,4281,0,34797,1,0,0,0,0,Defeat the Beasts of Northrend,2,0,0,0,1,0,0,20,0,0,2,0,0
12205,4282,0,34780,1,0,0,0,0,Defeat Lord Jaraxxus,2,0,0,0,1,0,0,20,0,0,2,0,0
12206,4283,28,68184,1,0,0,0,0,Defeat the Faction Champions,2,0,0,0,1,0,0,20,0,0,2,0,0
12207,4284,0,34496,1,0,0,0,0,Defeat the Twin Val'kyr,2,0,0,0,1,0,0,20,0,0,2,0,0
12208,4285,0,34660,1,0,0,0,0,Complete the Trial of the Grand Crusader,2,0,0,0,1,0,0,20,0,0,2,0,0
12209,4057,28,68517,1,0,0,0,0,Beasts Attempt,2,0,0,0,1,0,0,20,2,0,2,8758,0
12210,4058,28,68517,1,0,0,0,0,Beasts Attempt,2,0,0,0,1,0,0,20,0,0,3,0,0
12211,4059,28,68517,1,0,0,0,0,Beasts Attempt,2,0,0,0,1,0,0,20,2,0,3,8759,0
12212,4060,28,68518,1,0,0,0,0,Jaraxxus Attempt,2,0,0,0,1,0,0,20,0,0,2,0,0
12213,4061,28,68518,1,0,0,0,0,Jaraxxus Attempt,2,0,0,0,1,0,0,20,2,0,2,8760,0
12214,4063,28,68518,1,0,0,0,0,Jaraxxus Attempt,2,0,0,0,1,0,0,20,2,0,3,8761,0
12215,4062,28,68518,1,0,0,0,0,Jaraxxus Attempt,2,0,0,0,1,0,0,20,0,0,3,0,0
12216,4064,28,68519,1,0,0,0,0,Faction Champions attempt,2,0,0,0,1,0,0,20,0,0,2,0,0
12217,4065,28,68519,1,0,0,0,0,Faction Champions attempt,2,0,0,0,1,0,0,20,0,0,3,0,0
12218,4066,28,68519,1,0,0,0,0,Faction Champions attempt,2,0,0,0,1,0,0,20,2,0,2,8762,0
12219,4067,28,68519,1,0,0,0,0,Faction Champions attempt,2,0,0,0,1,0,0,20,2,0,3,8763,0
12220,4068,28,68520,1,0,0,0,0,Val'kyr Twins attempt,2,0,0,0,1,0,0,20,0,0,2,0,0
12221,4070,28,68520,1,0,0,0,0,Val'kyr Twins attempt,2,0,0,0,1,0,0,20,0,0,3,0,0
12222,4069,28,68520,1,0,0,0,0,Val'kyr Twins attempt,2,0,0,0,1,0,0,20,2,0,2,8764,0
12223,4071,28,68520,1,0,0,0,0,Val'kyr Twins attempt,2,0,0,0,1,0,0,20,2,0,3,8765,0
12224,4072,28,68521,1,0,0,0,0,Anub'arak attempt,2,0,0,0,1,0,0,20,0,0,2,0,0
12225,4073,28,68521,1,0,0,0,0,Anub'arak attempt,2,0,0,0,1,0,0,20,0,0,3,0,0
12226,4076,28,68521,1,0,0,0,0,Anub'arak attempt,2,0,0,0,1,0,0,20,2,0,2,8766,0
12227,4077,28,68521,1,0,0,0,0,Anub'arak attempt,2,0,0,0,1,0,0,20,2,0,3,8767,0
12228,4028,0,34797,1,0,0,0,0,Defeat the Beasts of Northrend,0,0,0,0,1,0,0,20,0,0,0,0,0
12229,4030,0,34797,1,0,0,0,0,Defeat the Beasts of Northrend,0,0,0,0,1,0,0,20,0,0,2,0,0
12230,4031,0,34797,1,0,0,0,0,Defeat the Beasts of Northrend,0,0,0,0,1,0,0,20,0,0,1,0,0
12231,4029,0,34797,1,0,0,0,0,Defeat the Beasts of Northrend,0,0,0,0,1,0,0,20,0,0,3,0,0
12232,4032,0,34780,1,0,0,0,0,Defeat Lord Jaraxxus,0,0,0,0,1,0,0,20,0,0,0,0,0
12233,4033,0,34780,1,0,0,0,0,Defeat Lord Jaraxxus,0,0,0,0,1,0,0,20,0,0,2,0,0
12234,4034,0,34780,1,0,0,0,0,Defeat Lord Jaraxxus,0,0,0,0,1,0,0,20,0,0,1,0,0
12235,4035,0,34780,1,0,0,0,0,Defeat Lord Jaraxxus,0,0,0,0,1,0,0,20,0,0,3,0,0
12236,4036,28,68184,1,0,0,0,0,Defeat the Faction Champions,0,0,0,0,1,0,0,20,0,0,0,0,0
12237,4037,28,68184,1,0,0,0,0,Defeat the Faction Champions,0,0,0,0,1,0,0,20,0,0,2,0,0
12238,4038,28,68184,1,0,0,0,0,Defeat the Faction Champions,0,0,0,0,1,0,0,20,0,0,1,0,0
12239,4039,28,68184,1,0,0,0,0,Defeat the Faction Champions,0,0,0,0,1,0,0,20,0,0,3,0,0
12240,4040,0,34496,1,0,0,0,0,Defeat the Twin Val'kyr,0,0,0,0,1,0,0,20,0,0,0,0,0
12241,4041,0,34496,1,0,0,0,0,Defeat the Twin Val'kyr,0,0,0,0,1,0,0,20,0,0,2,0,0
12242,4042,0,34496,1,0,0,0,0,Defeat the Twin Val'kyr,0,0,0,0,1,0,0,20,0,0,1,0,0
12243,4043,0,34496,1,0,0,0,0,Defeat the Twin Val'kyr,0,0,0,0,1,0,0,20,0,0,3,0,0
12244,4044,0,34564,1,0,0,0,0,Complete the Trial of the Crusader,0,0,0,0,1,0,0,20,0,0,0,0,0
12245,4045,0,34564,1,0,0,0,0,Complete the Trial of the Crusader,0,0,0,0,1,0,0,20,0,0,2,0,0
12246,4046,0,34564,1,0,0,0,0,Complete the Trial of the Crusader,0,0,0,0,1,0,0,20,0,0,1,0,0
12247,4047,0,34564,1,0,0,0,0,Complete the Trial of the Crusader,0,0,0,0,1,0,0,20,0,0,3,0,0
12278,3937,28,68523,1,0,0,0,0,Kill Acidmaw & Dreadscale within 10sec,2,0,0,0,1,0,0,20,0,0,1,0,0
12280,3936,28,68523,1,0,0,0,0,Kill Acidmaw & Dreadscale within 10sec,2,0,0,0,1,0,0,20,0,0,0,0,0
12302,4296,28,68572,1,0,0,0,0,Mokra the Skullcrusher,0,0,0,0,1,0,0,0,0,0,0,0,0
12310,4297,28,68572,1,0,0,0,0,Marshal Jacob Alerius,0,0,0,0,1,0,0,20,0,0,1,0,0
12318,4298,28,68572,1,0,0,0,0,Mokra the Skullcrusher,0,0,0,0,1,0,0,20,0,0,1,0,0
12350,4078,0,34564,1,0,0,0,0,Complete the Trial of the Grand Crusader,0,0,0,0,1,0,0,20,0,0,3,0,0
12358,4079,0,34564,1,0,0,0,0,Complete the Trial of the Grand Crusader,0,0,0,0,1,0,0,20,2,0,3,923,0
12359,4156,0,34564,1,0,0,0,0,Complete the Trial of the Grand Crusader,0,0,0,0,1,0,0,20,2,0,3,924,0
12398,1789,14,0,5,0,0,0,0,Complete five daily quests with your orphan out.,1,0,0,0,1,0,0,8,0,0,58818,0,0
12418,4316,42,40752,2500,0,0,0,0,Emblem of Heroism,3,0,0,0,1,0,0,0,0,0,0,0,0
12519,4376,28,68663,1,0,0,0,0,The Black Knight,2,0,0,0,1,0,0,0,0,0,0,0,0
12538,4054,28,68572,1,0,0,0,0,Marshal Jacob Alerius,0,0,0,0,1,0,0,20,0,0,0,0,0
12539,4055,28,68572,1,0,0,0,0,Marshal Jacob Alerius,0,0,0,0,1,0,0,20,0,0,1,0,0
12540,4018,28,68572,1,0,0,0,0,Marshal Jacob Alerius,0,0,0,0,1,0,0,20,0,0,0,0,0
12541,4019,28,68572,1,0,0,0,0,Marshal Jacob Alerius,0,0,0,0,1,0,0,20,0,0,1,0,0
12542,4048,28,68572,1,0,0,0,0,Marshal Jacob Alerius,0,0,0,0,1,0,0,20,0,0,0,0,0
12543,4049,28,68572,1,0,0,0,0,Marshal Jacob Alerius,0,0,0,0,1,0,0,20,0,0,1,0,0
12544,4050,28,68572,1,0,0,0,0,Marshal Jacob Alerius,0,0,0,0,1,0,0,20,0,0,0,0,0
12545,4051,28,68572,1,0,0,0,0,Marshal Jacob Alerius,0,0,0,0,1,0,0,20,0,0,1,0,0
12546,4052,28,68572,1,0,0,0,0,Marshal Jacob Alerius,0,0,0,0,1,0,0,20,0,0,0,0,0
12547,4053,28,68572,1,0,0,0,0,Marshal Jacob Alerius,0,0,0,0,1,0,0,20,0,0,1,0,0
12548,4022,28,68574,1,0,0,0,0,Argent Confessor Paletress,0,0,0,0,1,0,0,20,0,0,0,0,0
12549,4023,28,68574,1,0,0,0,0,Argent Confessor Paletress,0,0,0,0,1,0,0,20,0,0,1,0,0
12550,4024,28,68575,1,0,0,0,0,Eadric the Pure,0,0,0,0,1,0,0,20,0,0,0,0,0
12551,4025,28,68575,1,0,0,0,0,Eadric the Pure,0,0,0,0,1,0,0,20,0,0,1,0,0
12552,4026,28,68663,1,0,0,0,0,The Black Knight,0,0,0,0,1,0,0,20,0,0,0,0,0
12553,4027,28,68663,1,0,0,0,0,The Black Knight,0,0,0,0,1,0,0,20,0,0,1,0,0
12558,4396,0,10184,1,0,0,0,0,Onyxia,2,0,0,0,1,0,0,20,0,0,0,0,0
12559,4397,0,10184,1,0,0,0,0,Onyxia,2,0,0,0,1,0,0,20,0,0,1,0,0
12562,4400,74,0,1,0,0,0,0,Logged in during 5th anniversary event,2,0,0,0,1,0,0,0,0,0,0,0,0
12564,4402,0,10184,1,0,0,0,0,Onyxia,10,1,6601,300,1,0,0,20,0,0,0,0,0
12565,4403,0,10184,1,0,0,0,0,Onyxia,2,0,0,0,1,0,0,20,0,0,0,0,0
12566,4404,0,10184,1,0,0,0,0,Onyxia,2,0,0,0,1,0,0,20,0,0,0,0,0
12567,4405,0,10184,1,0,0,0,0,Onyxia,10,1,6601,300,1,0,0,20,0,0,1,0,0
12568,4406,0,10184,1,0,0,0,0,Onyxia,2,0,0,0,1,0,0,20,0,0,1,0,0
12569,4407,0,10184,1,0,0,0,0,Onyxia,2,0,0,0,1,0,0,20,0,0,1,0,0
12618,4416,34,10697,0,0,0,0,0,Crimson Whelpling,2,0,0,0,1,0,0,0,0,0,0,0,0
12635,4417,34,17481,0,0,0,0,0,Rivendare's Deathcharger,2,0,0,0,1,0,0,0,0,0,0,0,0
12662,4436,110,67531,1,0,0,0,0,Baine Bloodhoof,0,0,0,0,1,0,0,4,0,0,36648,0,0
12664,4437,110,67531,1,0,0,0,0,Muradin Bronzebeard,0,0,0,0,1,0,0,4,0,0,42928,0,0
12678,4456,0,23980,1,0,0,0,0,Ingvar the Plunderer,0,0,0,0,1,0,0,20,58,0,0,0,0
12698,4496,115,0,0,0,0,0,0,,2,0,0,0,1,0,0,56,0,0,9000,0,0
12738,4516,0,36497,1,0,0,0,0,Bronjahm,0,0,0,0,1,0,0,0,0,0,0,0,0
12740,4517,0,36494,1,0,0,0,0,Forgemaster Garfrost,0,0,0,0,1,0,0,0,0,0,0,0,0
12742,4518,0,38112,1,0,0,0,0,Falric,0,0,0,0,1,0,0,0,0,0,0,0,0
12745,4519,0,36497,1,0,0,0,0,Bronjahm,0,0,0,0,1,0,0,20,0,0,1,0,0
12747,4520,0,36494,1,0,0,0,0,Forgemaster Garfrost,0,0,0,0,1,0,0,20,0,0,1,0,0
12750,4521,0,38112,1,0,0,0,0,Falric,0,0,0,0,1,0,0,20,0,0,1,0,0
12752,4522,0,36497,1,0,0,0,0,Bronjahm,2,0,0,0,1,0,0,20,0,0,1,0,0
12756,4526,28,72830,1,0,0,0,0,Ghoul Explode,10,1,22615,360,1,0,0,20,0,0,1,0,0
12757,4527,28,72706,1,0,0,0,0,Rescue Valithria Dreamwalker,0,0,0,0,1,0,0,0,0,0,0,0,0
12759,4528,0,36626,1,0,0,0,0,Festergut,0,0,0,0,1,0,0,0,0,0,0,0,0
12762,4529,0,37970,1,0,0,0,0,Defeat the Blood Prince Council,0,0,0,0,1,0,0,0,0,0,0,0,0
12764,4530,0,36597,1,0,0,0,0,The Lich King,0,0,0,0,1,0,0,0,0,0,0,0,0
12765,4532,8,4531,0,0,0,0,0,Storming the Citadel,0,0,0,0,1,0,0,0,0,0,0,0,0
12770,4531,0,36612,1,0,0,0,0,Lord Marrowgar,0,0,0,0,1,0,0,0,0,0,0,0,0
12775,4534,0,36612,1,0,0,0,0,Lord Marrowgar slain,2,0,0,0,1,0,0,20,0,0,0,0,0
12776,4535,28,72827,1,0,0,0,0,Lady Deathwhisper,2,0,0,0,1,0,0,20,0,0,0,0,0
12777,4536,28,72959,1,0,0,0,0,Gunship Battle,2,0,0,0,1,0,0,20,0,0,0,0,0
12778,4537,28,72928,1,0,0,0,0,Deathbringer,2,0,0,0,1,0,0,20,0,0,0,0,0
12780,4539,0,37955,1,0,0,0,0,Defeat Blood-Queen Lana'thel without becoming a vampire,0,0,0,0,1,0,0,8,0,0,71949,0,0
12798,4556,0,23980,1,0,0,0,0,Ingvar the Plunderer,0,0,0,0,1,0,0,20,58,0,1,0,0
12818,4576,0,36597,1,0,0,0,0,The Lich King,2,0,0,0,1,0,0,20,0,0,3,0,0
12822,4580,0,36853,1,0,0,0,0,Sindragosa,2,0,0,0,1,0,0,20,0,0,0,0,0
12823,4581,0,36597,1,0,0,0,0,Vile Spirits,2,0,0,0,1,0,0,20,0,0,0,0,0
12825,4583,0,36597,1,0,0,0,0,The Lich King,0,0,0,0,1,0,0,20,0,0,2,0,0
