AreaName,LocLeft,LocTop,LocRight,LocBottom,Flags,MapID,DisplayMapID,AreaID,DefaultDungeonFloor,ParentWorldMapID,LevelRangeMin,LevelRangeMax,BountySetID,BountyDisplayLocation,ID,VisibilityPlayerConditionID
Dustwallow_terrain1,-975,-2033.334,-6225,-5533.334,2,1,-1,15,0,13,0,0,0,0,907,0
Krasarang_terrain1,2947.92,-110.416,-1739.58,-3235.42,2,870,-1,6134,0,862,81,90,0,0,910,0
KrasarangAlliance,-314.58398,-587.5,-1433.334,-1333.334,0,1103,-1,6575,0,857,0,0,0,0,911,0
KrasarangPatience,1931.25,-891.666,85.416016,-2120.834,0,1104,-1,6616,0,857,0,0,0,0,912,0
VoljinScenario,812.5,1689.583,-981.25,493.75,0,1095,-1,6565,0,873,0,0,0,0,914,0
BlackTempleScenario,1150,950,366.667,427.083,4,1112,-1,6613,0,473,0,0,0,0,919,0
KrasarangHorde,3125,-1352.084,793.75,-2906.25,0,1102,-1,6615,0,857,0,0,0,0,920,0
DeeprunTram,0,0,0,0,0,369,-1,2257,741,301,0,0,0,0,922,0
DalaranCity,0,0,0,0,0,1106,-1,6611,746,14,0,0,0,0,924,0
BrawlgarArena,-4639.584,2110.417,-4872.916,1954.167,0,1043,-1,6298,749,321,0,0,0,0,925,0
IsleoftheThunderKing,7654.17,8147.92,3518.75,5391.67,64,1064,870,6507,0,862,85,90,0,0,928,0
IsleOfGiants,2004.17,6697.92,216.666,5506.25,0,870,-1,6661,0,862,85,90,0,0,929,0
ThunderKingRaid,8633.333,8066.666,2033.333,3666.667,0,1098,-1,6622,0,928,0,0,0,0,930,0
IsleoftheThunderKingScenario,7654.166,8147.916,3518.75,5391.666,64,1126,-1,6677,0,862,0,0,0,0,933,0
ThunderKingLootRoom,0,0,0,0,0,1135,-1,6716,0,928,0,0,0,0,934,0
GoldRush,1068.75,189.58398,-14.583984,-533.334,0,1105,-1,6665,0,0,0,0,0,0,935,0
ValeOfEternalBlossomsScenario,1239.583,1310.417,481.25,806.25,0,1144,-1,6733,0,811,0,0,0,0,937,0
EmberdeepScenario,1966.667,2200,166.66602,1000,0,1131,-1,6731,0,321,0,0,0,0,938,0
DunMoroghScenario,145.83398,-4904.166,-687.5,-5460.416,0,1130,-1,6678,0,27,0,0,0,0,939,0
tempKrasarangHordeBase,-3818.75,2560.417,-4516.666,2095.833,0,1099,-1,6567,0,13,0,0,0,0,940,0
FrostfireRidge,7506.25,8275,1391.67,4197.92,0,1116,-1,6720,0,962,90,100,0,0,941,0
TanaanJungle,1708.33,5933.33,-3541.67,2433.33,0,1116,-1,6723,0,962,100,100,0,0,945,0
Talador,5833.33,4429.17,-129.166,454.166,0,1116,-1,6662,0,962,94,100,0,0,946,0
ShadowmoonValleyDR,2268.75,2660.42,-4431.25,-1806.25,0,1116,-1,6719,0,962,90,100,0,0,947,0
SpiresOfArak,4681.25,1383.33,-1379.17,-2656.25,0,1116,-1,6722,0,962,96,100,0,0,948,0
Gorgrond,5066.67,9589.58,-3110.42,4139.58,0,1116,-1,6721,0,962,92,100,0,0,949,0
NagrandDraenor,9308.333,4922.916,3633.333,1139.583,0,1116,-1,6755,0,962,98,100,0,0,950,0
TimelessIsle,-4083.33,233.334,-6483.33,-1366.67,0,870,-1,6757,0,862,85,90,0,0,951,0
OrgrimmarRaid,1239.583,1310.417,481.25,806.25,4,1136,-1,6738,0,811,0,0,0,0,953,0
CelestialChallenge,-4083.334,233.33398,-6483.334,-1366.666,0,1161,-1,6771,0,0,0,0,0,0,955,0
Draenor,12242.344,11193,-10493.438,-3964.1875,0,1116,-1,0,0,0,0,0,0,0,962,0
OgreMines,439.58398,2600,-847.916,1741.667,0,1175,-1,6874,0,941,0,0,0,0,964,0
ShadowmoonDungeon,1133.333,2800,-1666.666,933.333,0,1176,-1,6932,0,947,0,0,0,0,969,0
TanaanJungleIntro,-1054.17,4841.67,-3462.5,3235.42,0,1265,-1,7025,0,962,0,0,0,0,970,0
garrisonsmvalliance,545.834,2091.667,-137.5,1635.417,6176,1116,-1,7078,0,947,0,0,0,0,971,0
garrisonsmvalliance_tier1,545.834,2091.667,-137.5,1635.417,2082,1116,-1,7078,0,947,0,0,0,0,973,0
garrisonsmvalliance_tier3,545.834,2091.667,-137.5,1635.417,2082,1116,-1,7078,0,947,0,0,0,0,974,0
garrisonsmvalliance_tier4,545.834,2091.667,-137.5,1635.417,2082,1116,-1,7078,0,947,0,0,0,0,975,0
garrisonffhorde,4885.416,5814.583,4183.333,5345.833,6176,1116,-1,7004,0,941,0,0,0,0,976,0
Ashran,-2672.92,5577.08,-5795.83,3495.83,0,1116,-1,6941,0,0,100,100,0,0,978,0
garrisonffhorde_tier1,4885.416,5814.583,4183.333,5345.833,2082,1116,-1,7004,0,941,0,0,0,0,980,0
garrisonffhorde_tier3,4885.416,5814.583,4183.333,5345.833,2082,1116,-1,7004,0,941,0,0,0,0,981,0
garrisonffhorde_tier4,4885.416,5814.583,4183.333,5345.833,2082,1116,-1,7004,0,941,0,0,0,0,982,0
DefenseofKarabor,-1608.334,1264.583,-3639.584,-89.583984,0,1277,-1,7083,0,0,0,0,0,0,983,0
DraenorAuchindoun,4633.333,2733.333,1233.333,466.66602,0,1182,-1,6912,0,946,0,0,0,0,984,0
TaladorScenario,4766.666,4333.333,2166.667,2600,0,1207,-1,6980,0,0,0,0,0,0,986,0
IronDocks,100,7533.333,-1700,6333.333,0,1195,-1,6951,839,949,0,0,0,0,987,0
FoundryRaid,4766.666,1133.333,2166.667,-600,0,1205,-1,6967,0,949,0,0,0,0,988,0
SpiresofArakDungeon,5300,3266.67,-2100,-1666.67,0,1209,-1,6988,845,948,0,0,0,0,989,0
garrisonffhorde_tier2,4885.416,5814.583,4183.333,5345.833,2082,1116,-1,7004,0,941,0,0,0,0,990,0
garrisonsmvalliance_tier2,545.834,2091.667,-137.5,1635.417,2082,1116,-1,7078,0,947,0,0,0,0,991,0
BlastedLands_terrain1,-1193.75,-10583.3,-4856.25,-13025,2,0,-1,4,0,14,40,60,0,0,992,0
BlackrockTrainDepotDungeon,2500,2200,700,1000,0,1208,-1,6984,849,949,0,0,0,0,993,0
HighmaulRaid,8468.75,4254.167,7062.5,3316.667,4,1228,-1,6996,0,950,0,0,0,0,994,0
UpperBlackrockSpire,0,0,0,0,0,1358,-1,7307,0,0,0,0,0,0,995,0
BrokenIsles,13100.1,7262.13,-5738.08,-5296.69,0,1220,-1,0,0,0,0,0,4,1,1007,0
OvergrownOutpost,2354.167,956.25,935.417,10.416016,4,1279,-1,7109,0,949,0,0,0,0,1008,0
AshranAllianceFactionHub,-3625,3908.333,-4312.5,3450,0,1116,-1,7332,0,978,0,0,0,0,1009,0
HillsbradFoothillsBG,1995.833,2977.083,-172.91602,1531.25,0,1280,-1,7107,0,0,0,0,0,0,1010,0
AshranHordeFactionHub,-3589.584,5541.666,-4389.584,5008.333,0,1116,-1,7333,0,978,0,0,0,0,1011,0
Dalaran70,0,0,0,0,8192,1220,-1,7502,1009,1007,0,0,0,1,1014,0
Azsuna,9831.25,1806.25,3241.667,-2587.5,0,1220,-1,7334,0,1007,0,0,0,1,1015,0
Stormheim,5033.33,5177.08,-768.75,1308.33,0,1220,-1,7541,0,1007,0,0,0,1,1017,0
Valsharah,9606.25,4964.583,4095.833,1291.667,0,1220,-1,7558,0,1007,0,0,0,1,1018,0
TwistingNether70,1947.92,237.5,727.083,-577.084,0,1462,-1,7576,0,0,0,0,0,5,1020,0
BrokenShore,4916.666,-4.1660156,1066.667,-2570.834,0,1220,-1,7543,0,1007,0,0,0,1,1021,0
Helheim,1116.67,706.25,-41.666,-66.666,0,1463,-1,7588,0,1017,0,0,0,0,1022,0
Highmountain,7689.583,6962.5,618.75,2250,0,1220,-1,7503,0,0,0,0,0,1,1024,0
HellfireRaid,-264.584,4183.33,-977.084,3708.33,4,1448,-1,7545,0,945,0,0,0,0,1026,0
AraukNashalIntroScenario,3506.25,5133.333,2327.083,4347.916,0,1475,-1,7658,0,0,0,0,0,0,1027,0
MardumtheShatteredAbyss,4029.167,2572.917,285.41602,77.083984,0,1481,-1,7705,0,0,0,0,0,0,1028,0
BrokenShorePaladin,685.417,-1204.17,-3091.67,-3720.83,64,1500,-1,7796,0,0,0,0,0,0,1031,0
VaultOfTheWardensDH,2133.33,5866.67,-2666.67,2666.67,0,1468,-1,7814,943,0,0,0,0,0,1032,0
Suramar,6658.33,3445.83,1106.25,-256.25,0,1220,-1,7637,0,0,0,0,0,3,1033,0
HelmouthShallows,2439.583,4039.583,958.333,3052.083,0,1511,-1,7830,0,0,0,0,0,0,1034,0
ValhallasWarriorOrderHome,7614.58,1195.83,6858.33,691.667,0,1479,-1,7813,946,0,0,0,0,0,1035,0
ShieldsRestIslandScenario,804.167,5091.666,-185.41602,4431.25,0,1495,-1,7744,0,0,0,0,0,0,1036,0
StormheimArtifactProtWarrior,770.833,5193.75,-354.16602,4443.75,0,1495,-1,7921,0,0,0,0,0,0,1037,0
HulnFlashback,-3372.92,5381.25,-8887.5,1704.17,0,1515,-1,7838,0,0,0,0,0,0,1038,0
IcecrownCitadelDeathKnight,6366.666,5933.333,-5833.334,-2200,0,1480,-1,7695,0,0,0,0,0,0,1039,0
NetherlightTemple,1722.92,1602.08,964.583,1095.83,0,1512,-1,7834,966,0,0,0,0,0,1040,0
HallsofValor,3485.42,3366.67,2610.42,2783.33,16388,1477,-1,7672,0,1017,0,0,0,5,1041,0
HelheimDungeonDock,7608.33,7508.33,6989.58,7095.83,16388,1492,-1,7812,0,1017,0,0,0,5,1042,0
HelheimDungeon,8633.33,8066.67,-1166.67,1533.33,16384,1492,-1,7811,0,0,0,0,0,5,1043,0
MonkOrderHallTheWanderingIsle,4979.166,1785.417,2308.333,6.25,0,1514,-1,7902,0,0,0,0,0,0,1044,0
VaultOfTheWardens,2233.33,5933.33,-2766.67,2600,16384,1493,-1,7787,971,1015,0,0,0,5,1045,0
AszunaDungeon,5439.58,-2806.25,3539.58,-4072.92,16388,1456,-1,8040,0,1015,0,0,0,5,1046,0
Niskara,2172.917,718.75,829.167,-177.08398,0,1489,-1,7737,0,0,0,0,0,0,1047,0
EmeraldDreamway,1850,1902.083,1091.667,1395.833,0,1540,-1,7979,0,0,0,0,0,0,1048,0
ArtifactSkywall,2366.67,600,-1833.33,-2200,0,1528,-1,7960,973,720,0,0,0,0,1049,0
WarlockClassShrine,1391.67,3279.17,633.334,2772.92,0,1107,-1,7875,0,1007,0,0,0,0,1050,0
DreadscarRift,1391.67,3279.17,633.334,2772.92,0,1522,-1,7918,0,0,0,0,0,0,1051,0
DemonHunterOrderHallTerrain,4029.17,2572.92,285.416,77.084,4,1519,-1,8022,0,1007,0,0,0,0,1052,0
AzsunaArtifact,8500,66.666,4300,-2733.33,0,1545,-1,8000,0,0,0,0,0,5,1053,0
TheVioletHoldAcquisition,233.334,1666.67,-766.666,1000,0,1494,-1,7777,974,504,0,0,0,0,1054,0
SuramarAcquisition,5585.416,1562.5,4116.667,583.334,0,1498,-1,7767,0,0,0,0,0,0,1055,0
MaelstromShamanHubIntro,1408.33,1366.67,358.334,666.666,0,1572,-1,8046,0,0,0,0,0,0,1056,0
MaelstromShaman,1408.33,1366.67,358.334,666.666,0,1469,-1,7745,0,1007,0,0,0,0,1057,0
KunLaiSummitSCENARIO,1264.583,4143.75,-247.91602,3135.417,0,1526,-1,7952,0,0,0,0,0,0,1058,0
TerraceofEndlessSpringScenario,-2497.92,-789.584,-3200,-1258.33,0,1541,-1,8005,0,873,0,0,0,0,1059,0
DeepholmShamanAcquisition,608.334,2077.08,-139.584,1579.17,0,1503,-1,7955,975,640,0,0,0,0,1060,0
TirisfalGladesInsideScenario,3275,2700,1525,1533.333,0,1539,-1,7976,0,0,0,0,0,0,1062,0
NeltharionsLair,2266.67,3329.17,939.583,2443.75,16384,1458,-1,7546,0,1024,0,0,0,5,1065,0
LegionVioletHoldDungeon,4500,4866.67,3500,4200,16384,1544,-1,7996,0,0,0,0,0,5,1066,0
DarkheartThicket,2241.67,3354.17,1116.67,2604.17,16384,1466,-1,7673,0,1018,0,0,0,5,1067,0
MageClassShrine,0,0,0,0,0,1513,-1,7879,0,0,0,0,0,0,1068,0
TheBeyond,8066.67,5110.42,-66.666,-310.416,0,1583,-1,8094,980,0,0,0,0,5,1069,0
TheVortexPinnacle,2366.67,600,-1833.33,-2200,0,1602,-1,8093,983,0,0,0,0,0,1070,0
FirelandsShaman,718.75,425,-868.75,-633.333,0,1605,-1,8125,0,606,0,0,0,0,1071,0
TrueshotLodge,5625,4779.17,4841.67,4258.33,0,1220,-1,7877,0,1024,0,0,0,0,1072,42890
ArtifactSubtletyRogueAcquisition,0,0,0,0,0,1607,-1,8142,0,0,0,0,0,0,1073,0
AbyssalMawShamanAcquisition,2100,600,-500,-1133.334,0,1600,-1,8106,0,0,0,0,0,0,1075,0
UlduarMagni,2133.33,1766.67,233.334,500,0,1579,-1,8161,0,0,0,0,0,0,1076,0
TheDreamgrove,7787.5,4275,6906.25,3687.5,0,1220,-1,7846,0,1018,0,0,0,0,1077,35351
Niskara,2172.92,718.75,829.167,-177.084,0,1604,-1,8105,0,0,0,0,0,0,1078,0
SuamarCatacombsDungeon,6233.33,4333.33,2833.33,2066.67,16384,1516,-1,7855,0,0,0,0,0,5,1079,0
ThunderTotem,4800,4397.92,3868.75,3777.08,32768,1220,-1,7731,0,1024,0,0,0,0,1080,0
BlackRookHoldDungeon,0,0,0,0,16384,1501,-1,7805,0,0,0,0,0,5,1081,0
UrsocsLairScenario,-12729.166,-12037.5,-13506.25,-12556.25,0,1536,-1,7974,0,0,0,0,0,0,1082,0
GloamingReef,8735.42,2762.5,7841.67,2166.67,0,1553,-1,8017,0,1018,0,0,0,0,1084,0
70BlackTempleLegion,3300,2200,-1700,-1133.33,0,1621,-1,8239,0,0,0,0,0,5,1085,0
MalornesNightmare,-1570.834,5279.166,-2914.584,4383.333,0,1608,-1,8180,0,0,0,0,0,0,1086,0
SuramarNoblesDistrict,3887.5,1470.83,2893.75,808.333,16388,1571,-1,8079,0,1033,0,0,0,5,1087,0
SuramarRaid,3147.92,868.75,2404.17,372.916,16384,1530,-1,8025,1043,0,0,0,0,5,1088,0
TolBaradWarlockScenario,2010.42,-560.417,-4.16667,-1904.17,0,1630,-1,8309,0,0,0,0,0,0,1090,0
TheExodar,-11066.4,-3609.68,-12123.1,-4314.37,0,1624,-1,8277,0,13,0,0,0,0,1091,0
AzuremystIsleScenario,-10500,-2793.75,-14570.8,-5508.33,64,1624,-1,8275,0,13,0,0,0,0,1092,0
NightmareRaid,11627.1,11681.3,10987.5,11256.3,0,1520,-1,8026,0,0,0,0,0,5,1094,0
AszunaDungeonExterior,5908.33,-2493.75,3070.83,-4385.42,0,1220,-1,7578,0,1007,0,0,0,1,1096,0
ArtifactBrewmasterScenario,-1891.666,1400,-3141.666,566.666,0,1625,-1,8262,0,0,0,0,0,0,1097,0
BlackRookHoldScenario,9606.2,4964.53,4095.88,1291.72,0,1646,-1,8406,0,0,0,0,0,0,1099,0
KarazhanScenario,3700,2733.333,1100,1000,0,1529,-1,7969,0,0,0,0,0,0,1100,0
ArcwayScenario,5966.666,4333.333,2566.667,2066.667,0,1632,-1,8423,0,0,0,0,0,0,1102,0
MageCampaignTheOculus,2337.5,1956.25,-262.5,222.917,0,1623,-1,8252,0,0,0,0,0,0,1104,0
ScarletMonestaryDK,1150,1266.67,150,600,0,1618,-1,8285,1083,0,0,0,0,0,1105,0
HelheimRaid,6702.08,3945.83,5162.5,2918.75,4,1648,-1,8440,0,0,0,0,0,0,1114,0
LegionKarazhanDungeon,11033.333,5400,-14766.666,-11800,0,1651,-1,8443,0,0,0,0,0,0,1115,0
PitofSaronDK,839.583,1256.25,-693.75,233.333,0,1692,-1,8529,0,0,0,0,0,0,1116,0
BrokenShore_terrain1,4916.666,-4.1660156,1066.667,-2570.834,2,1220,-1,7543,0,1007,0,0,0,0,1121,0
BrokenShore_terrain2,4916.666,-4.1660156,1066.667,-2570.834,2,1220,-1,7543,0,1007,0,0,0,0,1125,0
Islands,170.83398,3922.917,-700,3343.75,0,1645,-1,8489,0,0,0,0,0,0,1126,0
WailingCavernsPetBattle,2100,1666.67,-500,-66.666,0,1687,-1,8528,0,0,0,0,0,0,1127,0
CaveoftheBloodtotemScenario,5966.666,5933.333,4166.667,4733.333,0,1702,-1,8546,0,0,0,0,0,0,1129,0
StratholmePaladinClassMount,-3058.334,4202.083,-4072.916,3525,0,1708,-1,8556,0,0,0,0,0,0,1130,0
TheEyeofEternityMageClassMount,1318.75,704.167,810.417,364.58398,0,1689,-1,8518,0,0,0,0,0,0,1131,0
HallsOfValorWarriorClassMount,925,2718.75,129.16602,2187.5,0,1714,-1,8594,0,0,0,0,0,0,1132,0
ArgusSurface,3772.92,2654.17,58.334,177.084,8224,1669,-1,8574,0,0,0,0,0,1,1135,0
ColdridgeValleyScenario,979.167,-5962.5,14.583984,-6606.25,0,1723,-1,8640,0,0,0,0,0,0,1136,0
TheDeadminesPetBattle,1966.67,1133.33,-3033.33,-2200,0,1688,1688,8630,1119,0,0,0,0,0,1137,0
ArathiBasinWinter,1858.333,1508.333,102.08398,337.5,0,1681,-1,8508,0,0,0,0,0,0,1139,0
BattleforBlackrockMountain,633.334,-6333.334,-2766.666,-8600,0,1715,-1,8597,0,0,0,0,0,0,1140,0
PriestClassMountScenario,3300,2733.33,-1700,-600,0,1580,-1,8549,1123,0,0,0,0,0,1142,0
GnomereganPetBattle,0,0,0,0,0,1694,-1,8647,0,0,0,0,0,0,1143,0
SmallBattlegroundC,-245.834,4437.5,-620.834,4187.5,0,1170,-1,8624,0,0,0,0,0,0,1144,0
ArathiBasin,1858.33,1508.33,102.083,337.5,0,1686,-1,8526,0,0,0,0,0,0,1145,0
TombofSargerasDungeon,3966.667,66.666016,1366.667,-1666.666,0,1677,-1,8527,0,0,0,0,0,0,1146,0
TombRaid,2366.67,7533.33,-3433.33,3666.67,0,1676,-1,8524,1129,0,0,0,0,0,1147,0
ThroneoftheFourWinds,2100,600,-500,-1133.33,0,1734,-1,8660,1138,0,0,0,0,0,1148,0
AssaultonBrokenShoreScenario,4916.67,-4.16602,1066.67,-2570.83,0,1666,-1,8581,0,1007,0,0,0,0,1149,0
WarsongGulch,2041.67,1627.08,895.833,862.5,0,1740,-1,8685,0,0,0,0,0,0,1150,0
TheRubySanctumDKMountScenario,902.083,3429.167,150,2927.083,0,1736,-1,8672,0,0,0,0,0,0,1151,0
FelwingLedgeMardumArea,958.333,2577.083,-1210.416,1131.25,0,1732,-1,8651,0,0,0,0,0,0,1152,0
Zuldazar,5743.75,1422.92,-2633.33,-4162.5,0,1642,-1,8499,0,1162,0,0,10,1,1153,0
Nazmir,3500,3593.75,-1681.25,139.584,0,1642,-1,8500,0,1162,0,0,10,3,1154,0
Voldun,6689.58,4337.5,-122.916,-204.166,0,1642,-1,8501,0,1162,0,0,10,1,1155,0
StormheimInvasionScenario,5033.33,5177.08,-768.75,1308.33,0,1707,-1,8596,0,0,0,0,0,0,1156,0
AzsunaInvasionScenario,9831.25,1806.25,3241.67,-2587.5,0,1705,-1,8625,0,0,0,0,0,0,1157,0
ValsharahInvasionScenario,9606.25,4964.58,4095.83,1291.67,0,1704,-1,8570,0,0,0,0,0,1,1158,0
HighmountainInvasionScenario,7689.58,6962.5,618.75,2250,0,1706,-1,8646,0,0,0,0,0,0,1159,0
LostGlacierDKMountScenario,1427.083,4029.167,-1954.166,1775,0,1738,-1,8676,0,0,0,0,0,0,1160,0
StormstoutBreweryScenario,1564.58,-520.834,1045.83,-866.666,4,1693,-1,8531,0,0,0,0,0,0,1161,0
Zandalar,8727.9,4530.5,-4938.58,-4580.47,0,1642,-1,0,0,0,0,0,10,1,1162,0
KulTiras,7437.5,5280.03,-5280.03,-3381.22,0,1643,-1,0,0,0,0,0,10,1,1163,0
HallsofValor,2952.12,3366.67,2077.12,2783.33,0,1728,-1,8641,0,0,0,0,0,0,1164,0
DemonHunterOrderHallTerrain,4029.17,2572.92,285.416,77.084,0,1523,-1,7945,0,1007,0,0,0,0,1165,0
TheEyeofEternityMageClassMount,1966.667,1133.333,166.66602,-66.666016,0,1729,-1,8518,0,0,0,0,0,0,1166,0
Dustwallow80WarfrontsDELETEME,239.58398,-552.084,-6168.75,-4825,0,1749,-1,8801,0,0,0,0,0,0,1169,0
ArgusMacAree,11545.8,6622.92,8287.5,4450,8224,1669,-1,8701,0,0,0,0,0,1,1170,0
ArgusCore,11279.2,-1789.58,7879.17,-4056.25,8224,1669,-1,8899,0,0,0,0,0,1,1171,0
HallOfCommunion,3800,-7400,-400,-10200,0,1733,-1,8657,0,0,0,0,0,0,1172,0
TKArcatrazScenario,1033.33,1133.33,-1566.67,-600,0,1746,-1,8911,0,0,0,0,0,0,1173,0
AzuremystScenario,-10500,-2793.75,-14570.8,-5508.33,4,1750,-1,8840,0,13,0,0,0,0,1174,0
Tiragarde,4985.42,2310.42,-2429.17,-2631.25,0,1643,-1,8567,0,0,0,0,10,1,1175,0
Drustvar,5425,1362.5,-458.334,-2560.42,0,1643,-1,8721,0,0,0,0,10,1,1176,0
DragonblightChromieScenario,16427.1,15708.3,10818.8,11968.7,4,1756,-1,9051,0,485,0,0,0,0,1177,0
ArgusDungeon,11156.3,6304.17,9612.5,5275,16384,1753,-1,8910,0,1170,0,0,0,0,1178,0
80WarfrontsPrototypeMain,812.5,1922.917,-327.08398,1164.583,0,1765,-1,8979,0,0,0,0,0,0,1180,0
SilithusBrawl,2100,-7143.75,433.33398,-8254.166,0,1782,-1,9043,0,0,0,0,0,0,1183,0
Argus,7287.35,4263.78,521.37,229.954,8224,1669,-1,0,0,1007,0,0,4,3,1184,0
80WarfrontsArathiMain,1320.833,2664.583,-697.916,1318.75,0,1804,-1,9168,0,0,0,0,0,0,1185,0
AzeriteBG,3175,1631.25,2166.67,958.333,0,1803,-1,9136,0,0,0,0,0,0,1186,0
RuinsofLordaeronScenario,1697.917,3277.083,-1335.416,1254.167,4,1760,-1,8950,0,0,0,0,0,0,1187,0
ArgusRaid,11114.6,-2610.42,9368.75,-3775,4,1712,-1,8638,0,1171,0,0,0,0,1188,0
InvasionPointAurinor,-4547.92,-3877.08,-5089.58,-4237.5,0,1779,-1,9100,0,1184,0,0,0,0,1190,0
InvasionPointBonich,-7687.5,-3502.08,-8377.08,-3962.5,0,1779,-1,9180,0,1184,0,0,0,0,1191,0
InvasionPointCengar,822.917,814.583,477.084,583.334,0,1779,-1,9126,0,1184,0,0,0,0,1192,0
InvasionPointNaigtal,-1314.58,-1679.17,-1716.67,-1947.92,0,1779,-1,9102,0,1184,0,0,0,0,1193,0
InvasionPointSangua,1022.92,-1227.08,510.416,-1568.75,0,1779,-1,9128,0,1184,0,0,0,0,1194,0
InvasionPointVal,847.917,-3912.5,341.666,-4250,0,1779,-1,9127,0,1184,0,0,0,0,1195,0
InvasionPointAurinor,-4547.92,-9743.78,-5089.58,-10104.2,0,1779,-1,9296,0,1184,0,0,0,0,1196,0
InvasionPointBonich,-9287.5,5564.52,-9977.08,5104.1,0,1779,-1,9300,0,1184,0,0,0,0,1197,0
InvasionPointCengar,6689.62,4547.98,6343.78,4316.73,0,1779,-1,9295,0,1184,0,0,0,0,1198,0
InvasionPointNaigtal,-1314.58,5787.43,-1716.67,5518.68,0,1779,-1,9297,0,1184,0,0,0,0,1199,0
InvasionPointSangua,8489.62,-1227.08,7977.12,-1568.75,0,1779,-1,9299,0,1184,0,0,0,0,1200,0
InvasionPointVal,2981.32,-9779.1,2475.07,-10116.6,0,1779,-1,9298,0,1184,0,0,0,0,1201,0
LightforgedDraeneiSwamp,-54.166016,3652.083,-868.75,3108.333,0,1774,-1,9012,0,0,0,0,0,0,1202,0
CityofGold,2879.17,-466.666,1777.08,-1202.08,0,1763,-1,9028,1185,1153,0,0,0,0,1204,0
KulTirasPirateTownDungeon,-129.166,-1277.08,-1368.75,-2104.17,0,1754,-1,9164,0,1163,0,0,0,0,1205,0
Silithus_terrain1,2983.33,-5872.92,-1075,-8579.17,2,1,-1,1377,0,13,40,60,0,0,1206,0
GilneasIsland,7814.583,15054.166,6108.333,13916.666,0,1780,-1,9331,0,0,0,0,0,0,1210,0
TropicalIsle,15197.916,14881.25,14114.583,14158.333,0,1780,-1,9101,0,0,0,0,0,0,1211,0
LightforgedVindicaar,2233.333,1133.333,433.33398,-66.666016,0,1860,-1,9359,0,0,0,0,0,0,1212,0
StormsongValley,2477.08,4897.92,-2441.67,1618.75,0,1643,-1,9042,0,0,0,0,10,3,1213,0
80WarfrontsArathiH,-793.75,-514.584,-2908.334,-1925,0,1876,-1,9439,0,0,0,0,0,0,1214,0
VoidElfHub,3954.167,2468.75,1729.167,985.417,0,1865,-1,9415,0,0,0,0,0,0,1215,0
VoidElfScenario,3954.17,2468.75,1729.17,985.417,0,1622,-1,9188,0,0,0,0,0,0,1216,0
TheSunwellUnlockScenario,3300,3266.667,-1700,-66.666016,0,1840,-1,9318,0,0,0,0,0,0,1217,0
PrisonDungeon,-2372.916,364.58398,-3097.916,-118.75,4,1771,-1,9327,0,0,0,0,0,0,1219,0
IslandsTropical,-447.91602,202.08398,-1441.666,-460.41602,0,1813,-1,9469,0,0,0,0,0,0,1220,0
KezanDungeon,-2829.166,1537.5,-4400,489.58398,0,1594,-1,8064,0,0,0,0,0,0,1222,0
