ID,WeaponSubClassCost[0],WeaponSubClassCost[1],WeaponSubClassCost[2],WeaponSubClassCost[3],WeaponSubClassCost[4],WeaponSubClassCost[5],WeaponSubClassCost[6],WeaponSubClassCost[7],WeaponSubClassCost[8],WeaponSubClassCost[9],WeaponSubClassCost[10],WeaponSubClassCost[11],WeaponSubClassCost[12],WeaponSubClassCost[13],WeaponSubClassCost[14],WeaponSubClassCost[15],WeaponSubClassCost[16],WeaponSubClassCost[17],WeaponSubClassCost[18],WeaponSubClassCost[19],WeaponSubClassCost[20],ArmorSubClassCost[0],ArmorSubClassCost[1],ArmorSubClassCost[2],ArmorSubClassCost[3],ArmorSubClassCost[4],ArmorSubClassCost[5],ArmorSubClassCost[6],ArmorSubClassCost[7]
205,0,0,2715,2715,0,0,0,0,0,0,2715,0,0,0,1810,1795,54,2715,2715,1810,0,0,2220,2220,2220,2220,0,1810,0
206,0,0,2718,2718,0,0,0,0,0,0,2718,0,0,0,1812,1797,54,2718,2718,1812,0,0,2224,2224,2224,2224,0,1812,0
207,0,0,2721,2721,0,0,0,0,0,0,2721,0,0,0,1814,1799,54,2721,2721,1814,0,0,2228,2228,2228,2228,0,1814,0
208,0,0,2724,2724,0,0,0,0,0,0,2724,0,0,0,1816,1801,54,2724,2724,1816,0,0,2232,2232,2232,2232,0,1816,0
209,0,0,2727,2727,0,0,0,0,0,0,2727,0,0,0,1818,1803,54,2727,2727,1818,0,0,2236,2236,2236,2236,0,1818,0
210,0,0,2730,2730,0,0,0,0,0,0,2730,0,0,0,1820,1805,54,2730,2730,1820,0,0,2240,2240,2240,2240,0,1820,0
211,0,0,2733,2733,0,0,0,0,0,0,2733,0,0,0,1822,1807,54,2733,2733,1822,0,0,2244,2244,2244,2244,0,1822,0
212,0,0,2736,2736,0,0,0,0,0,0,2736,0,0,0,1824,1809,54,2736,2736,1824,0,0,2248,2248,2248,2248,0,1824,0
213,0,0,2739,2739,0,0,0,0,0,0,2739,0,0,0,1826,1811,54,2739,2739,1826,0,0,2252,2252,2252,2252,0,1826,0
214,0,0,2742,2742,0,0,0,0,0,0,2742,0,0,0,1828,1813,54,2742,2742,1828,0,0,2256,2256,2256,2256,0,1828,0
215,0,0,2745,2745,0,0,0,0,0,0,2745,0,0,0,1830,1815,54,2745,2745,1830,0,0,2260,2260,2260,2260,0,1830,0
216,0,0,2748,2748,0,0,0,0,0,0,2748,0,0,0,1832,1817,54,2748,2748,1832,0,0,2264,2264,2264,2264,0,1832,0
217,0,0,2751,2751,0,0,0,0,0,0,2751,0,0,0,1834,1819,54,2751,2751,1834,0,0,2268,2268,2268,2268,0,1834,0
218,0,0,2754,2754,0,0,0,0,0,0,2754,0,0,0,1836,1821,54,2754,2754,1836,0,0,2272,2272,2272,2272,0,1836,0
219,0,0,2757,2757,0,0,0,0,0,0,2757,0,0,0,1838,1823,54,2757,2757,1838,0,0,2276,2276,2276,2276,0,1838,0
220,0,0,2760,2760,0,0,0,0,0,0,2760,0,0,0,1840,1825,54,2760,2760,1840,0,0,2280,2280,2280,2280,0,1840,0
221,0,0,2763,2763,0,0,0,0,0,0,2763,0,0,0,1842,1827,54,2763,2763,1842,0,0,2284,2284,2284,2284,0,1842,0
222,0,0,2766,2766,0,0,0,0,0,0,2766,0,0,0,1844,1829,54,2766,2766,1844,0,0,2288,2288,2288,2288,0,1844,0
223,0,0,2769,2769,0,0,0,0,0,0,2769,0,0,0,1846,1831,54,2769,2769,1846,0,0,2292,2292,2292,2292,0,1846,0
224,0,0,2772,2772,0,0,0,0,0,0,2772,0,0,0,1848,1833,54,2772,2772,1848,0,0,2297,2297,2297,2297,0,1848,0
225,0,0,2775,2775,0,0,0,0,0,0,2775,0,0,0,1850,1835,54,2775,2775,1850,0,0,2301,2301,2301,2301,0,1850,0
226,0,0,2778,2778,0,0,0,0,0,0,2778,0,0,0,1852,1837,54,2778,2778,1852,0,0,2305,2305,2305,2305,0,1852,0
227,0,0,2781,2781,0,0,0,0,0,0,2781,0,0,0,1854,1839,54,2781,2781,1854,0,0,2309,2309,2309,2309,0,1854,0
228,0,0,2784,2784,0,0,0,0,0,0,2784,0,0,0,1856,1841,54,2784,2784,1856,0,0,2313,2313,2313,2313,0,1856,0
229,0,0,2787,2787,0,0,0,0,0,0,2787,0,0,0,1858,1843,54,2787,2787,1858,0,0,2317,2317,2317,2317,0,1858,0
230,0,0,2790,2790,0,0,0,0,0,0,2790,0,0,0,1860,1845,54,2790,2790,1860,0,0,2321,2321,2321,2321,0,1860,0
231,0,0,2793,2793,0,0,0,0,0,0,2793,0,0,0,1862,1847,54,2793,2793,1862,0,0,2325,2325,2325,2325,0,1862,0
232,0,0,2796,2796,0,0,0,0,0,0,2796,0,0,0,1864,1849,54,2796,2796,1864,0,0,2329,2329,2329,2329,0,1864,0
233,0,0,2799,2799,0,0,0,0,0,0,2799,0,0,0,1866,1851,54,2799,2799,1866,0,0,2333,2333,2333,2333,0,1866,0
234,0,0,2802,2802,0,0,0,0,0,0,2802,0,0,0,1868,1853,54,2802,2802,1868,0,0,2337,2337,2337,2337,0,1868,0
235,0,0,2805,2805,0,0,0,0,0,0,2805,0,0,0,1870,1855,54,2805,2805,1870,0,0,2341,2341,2341,2341,0,1870,0
236,0,0,2808,2808,0,0,0,0,0,0,2808,0,0,0,1872,1857,54,2808,2808,1872,0,0,2345,2345,2345,2345,0,1872,0
237,0,0,2811,2811,0,0,0,0,0,0,2811,0,0,0,1874,1859,54,2811,2811,1874,0,0,2349,2349,2349,2349,0,1874,0
238,0,0,2814,2814,0,0,0,0,0,0,2814,0,0,0,1876,1861,54,2814,2814,1876,0,0,2353,2353,2353,2353,0,1876,0
239,0,0,2818,2818,0,0,0,0,0,0,2818,0,0,0,1879,1864,54,2818,2818,1879,0,0,2357,2357,2357,2357,0,1879,0
240,0,0,2821,2821,0,0,0,0,0,0,2821,0,0,0,1881,1866,54,2821,2821,1881,0,0,2361,2361,2361,2361,0,1881,0
241,0,0,2824,2824,0,0,0,0,0,0,2824,0,0,0,1883,1868,54,2824,2824,1883,0,0,2365,2365,2365,2365,0,1883,0
242,0,0,2827,2827,0,0,0,0,0,0,2827,0,0,0,1885,1870,54,2827,2827,1885,0,0,2369,2369,2369,2369,0,1885,0
243,0,0,2830,2830,0,0,0,0,0,0,2830,0,0,0,1887,1872,54,2830,2830,1887,0,0,2374,2374,2374,2374,0,1887,0
244,0,0,2833,2833,0,0,0,0,0,0,2833,0,0,0,1889,1874,54,2833,2833,1889,0,0,2378,2378,2378,2378,0,1889,0
245,0,0,2836,2836,0,0,0,0,0,0,2836,0,0,0,1891,1876,54,2836,2836,1891,0,0,2382,2382,2382,2382,0,1891,0
246,0,0,2839,2839,0,0,0,0,0,0,2839,0,0,0,1893,1878,54,2839,2839,1893,0,0,2386,2386,2386,2386,0,1893,0
247,0,0,2842,2842,0,0,0,0,0,0,2842,0,0,0,1895,1880,54,2842,2842,1895,0,0,2390,2390,2390,2390,0,1895,0
248,0,0,2845,2845,0,0,0,0,0,0,2845,0,0,0,1897,1882,54,2845,2845,1897,0,0,2394,2394,2394,2394,0,1897,0
249,0,0,2848,2848,0,0,0,0,0,0,2848,0,0,0,1899,1884,54,2848,2848,1899,0,0,2398,2398,2398,2398,0,1899,0
250,0,0,2851,2851,0,0,0,0,0,0,2851,0,0,0,1901,1886,54,2851,2851,1901,0,0,2402,2402,2402,2402,0,1901,0
251,0,0,2854,2854,0,0,0,0,0,0,2854,0,0,0,1903,1888,54,2854,2854,1903,0,0,2406,2406,2406,2406,0,1903,0
252,0,0,2857,2857,0,0,0,0,0,0,2857,0,0,0,1905,1890,54,2857,2857,1905,0,0,2410,2410,2410,2410,0,1905,0
253,0,0,2860,2860,0,0,0,0,0,0,2860,0,0,0,1907,1892,54,2860,2860,1907,0,0,2414,2414,2414,2414,0,1907,0
254,0,0,2863,2863,0,0,0,0,0,0,2863,0,0,0,1909,1894,54,2863,2863,1909,0,0,2418,2418,2418,2418,0,1909,0
255,0,0,2866,2866,0,0,0,0,0,0,2866,0,0,0,1911,1896,54,2866,2866,1911,0,0,2422,2422,2422,2422,0,1911,0
256,0,0,2869,2869,0,0,0,0,0,0,2869,0,0,0,1913,1898,54,2869,2869,1913,0,0,2426,2426,2426,2426,0,1913,0
257,0,0,2872,2872,0,0,0,0,0,0,2872,0,0,0,1915,1900,54,2872,2872,1915,0,0,2430,2430,2430,2430,0,1915,0
258,0,0,2875,2875,0,0,0,0,0,0,2875,0,0,0,1917,1902,54,2875,2875,1917,0,0,2434,2434,2434,2434,0,1917,0
259,0,0,2878,2878,0,0,0,0,0,0,2878,0,0,0,1919,1904,54,2878,2878,1919,0,0,2438,2438,2438,2438,0,1919,0
260,0,0,2881,2881,0,0,0,0,0,0,2881,0,0,0,1921,1906,54,2881,2881,1921,0,0,2442,2442,2442,2442,0,1921,0
261,0,0,2884,2884,0,0,0,0,0,0,2884,0,0,0,1923,1908,54,2884,2884,1923,0,0,2446,2446,2446,2446,0,1923,0
262,0,0,2887,2887,0,0,0,0,0,0,2887,0,0,0,1925,1910,54,2887,2887,1925,0,0,2451,2451,2451,2451,0,1925,0
263,0,0,2890,2890,0,0,0,0,0,0,2890,0,0,0,1927,1912,54,2890,2890,1927,0,0,2455,2455,2455,2455,0,1927,0
264,0,0,2893,2893,0,0,0,0,0,0,2893,0,0,0,1929,1914,54,2893,2893,1929,0,0,2459,2459,2459,2459,0,1929,0
265,0,0,2896,2896,0,0,0,0,0,0,2896,0,0,0,1931,1916,54,2896,2896,1931,0,0,2463,2463,2463,2463,0,1931,0
266,0,0,2899,2899,0,0,0,0,0,0,2899,0,0,0,1933,1918,54,2899,2899,1933,0,0,2467,2467,2467,2467,0,1933,0
267,0,0,2902,2902,0,0,0,0,0,0,2902,0,0,0,1935,1920,54,2902,2902,1935,0,0,2471,2471,2471,2471,0,1935,0
268,0,0,2905,2905,0,0,0,0,0,0,2905,0,0,0,1937,1922,54,2905,2905,1937,0,0,2475,2475,2475,2475,0,1937,0
269,0,0,2908,2908,0,0,0,0,0,0,2908,0,0,0,1939,1924,54,2908,2908,1939,0,0,2479,2479,2479,2479,0,1939,0
270,0,0,2911,2911,0,0,0,0,0,0,2911,0,0,0,1941,1926,54,2911,2911,1941,0,0,2483,2483,2483,2483,0,1941,0
271,0,0,2914,2914,0,0,0,0,0,0,2914,0,0,0,1943,1928,54,2914,2914,1943,0,0,2487,2487,2487,2487,0,1943,0
272,0,0,2917,2917,0,0,0,0,0,0,2917,0,0,0,1945,1930,54,2917,2917,1945,0,0,2491,2491,2491,2491,0,1945,0
273,0,0,2920,2920,0,0,0,0,0,0,2920,0,0,0,1947,1932,54,2920,2920,1947,0,0,2495,2495,2495,2495,0,1947,0
274,0,0,2923,2923,0,0,0,0,0,0,2923,0,0,0,1949,1934,54,2923,2923,1949,0,0,2499,2499,2499,2499,0,1949,0
275,0,0,2926,2926,0,0,0,0,0,0,2926,0,0,0,1951,1936,54,2926,2926,1951,0,0,2503,2503,2503,2503,0,1951,0
276,0,0,2929,2929,0,0,0,0,0,0,2929,0,0,0,1953,1938,54,2929,2929,1953,0,0,2507,2507,2507,2507,0,1953,0
277,0,0,2932,2932,0,0,0,0,0,0,2932,0,0,0,1955,1940,54,2932,2932,1955,0,0,2511,2511,2511,2511,0,1955,0
278,0,0,2935,2935,0,0,0,0,0,0,2935,0,0,0,1957,1942,54,2935,2935,1957,0,0,2515,2515,2515,2515,0,1957,0
279,0,0,2938,2938,0,0,0,0,0,0,2938,0,0,0,1959,1944,54,2938,2938,1959,0,0,2519,2519,2519,2519,0,1959,0
280,0,0,2941,2941,0,0,0,0,0,0,2941,0,0,0,1961,1946,54,2941,2941,1961,0,0,2523,2523,2523,2523,0,1961,0
281,0,0,2944,2944,0,0,0,0,0,0,2944,0,0,0,1963,1948,54,2944,2944,1963,0,0,2525,2525,2525,2525,0,1963,0
282,0,0,2947,2947,0,0,0,0,0,0,2947,0,0,0,1965,1950,54,2947,2947,1965,0,0,2528,2528,2528,2528,0,1965,0
283,0,0,2950,2950,0,0,0,0,0,0,2950,0,0,0,1967,1952,54,2950,2950,1967,0,0,2530,2530,2530,2530,0,1967,0
284,0,0,2954,2954,0,0,0,0,0,0,2954,0,0,0,1969,1954,54,2954,2954,1969,0,0,2532,2532,2532,2532,0,1969,0
285,0,0,2957,2957,0,0,0,0,0,0,2957,0,0,0,1971,1956,54,2957,2957,1971,0,0,2534,2534,2534,2534,0,1971,0
286,0,0,2960,2960,0,0,0,0,0,0,2960,0,0,0,1973,1958,54,2960,2960,1973,0,0,2536,2536,2536,2536,0,1973,0
287,0,0,2963,2963,0,0,0,0,0,0,2963,0,0,0,1975,1960,54,2963,2963,1975,0,0,2538,2538,2538,2538,0,1975,0
288,0,0,2966,2966,0,0,0,0,0,0,2966,0,0,0,1977,1962,54,2966,2966,1977,0,0,2540,2540,2540,2540,0,1977,0
289,0,0,2969,2969,0,0,0,0,0,0,2969,0,0,0,1979,1964,54,2969,2969,1979,0,0,2542,2542,2542,2542,0,1979,0
290,0,0,2972,2972,0,0,0,0,0,0,2972,0,0,0,1981,1966,54,2972,2972,1981,0,0,2544,2544,2544,2544,0,1981,0
291,0,0,2975,2975,0,0,0,0,0,0,2975,0,0,0,1983,1968,54,2975,2975,1983,0,0,2546,2546,2546,2546,0,1983,0
292,0,0,2978,2978,0,0,0,0,0,0,2978,0,0,0,1985,1970,54,2978,2978,1985,0,0,2548,2548,2548,2548,0,1985,0
293,0,0,2981,2981,0,0,0,0,0,0,2981,0,0,0,1987,1972,54,2981,2981,1987,0,0,2550,2550,2550,2550,0,1987,0
294,0,0,2984,2984,0,0,0,0,0,0,2984,0,0,0,1989,1974,54,2984,2984,1989,0,0,2552,2552,2552,2552,0,1989,0
295,0,0,2987,2987,0,0,0,0,0,0,2987,0,0,0,1991,1976,54,2987,2987,1991,0,0,2554,2554,2554,2554,0,1991,0
296,0,0,2990,2990,0,0,0,0,0,0,2990,0,0,0,1993,1978,54,2990,2990,1993,0,0,2556,2556,2556,2556,0,1993,0
297,0,0,2993,2993,0,0,0,0,0,0,2993,0,0,0,1995,1980,54,2993,2993,1995,0,0,2558,2558,2558,2558,0,1995,0
298,0,0,2996,2996,0,0,0,0,0,0,2996,0,0,0,1997,1982,54,2996,2996,1997,0,0,2560,2560,2560,2560,0,1997,0
299,0,0,2999,2999,0,0,0,0,0,0,2999,0,0,0,1999,1984,54,2999,2999,1999,0,0,2562,2562,2562,2562,0,1999,0
300,0,0,3002,3002,0,0,0,0,0,0,3002,0,0,0,2001,1986,54,3002,3002,2001,0,0,2564,2564,2564,2564,0,2001,0
301,0,0,3005,3005,0,0,0,0,0,0,3005,0,0,0,2003,1988,54,3005,3005,2003,0,0,2566,2566,2566,2566,0,2003,0
302,0,0,3008,3008,0,0,0,0,0,0,3008,0,0,0,2005,1990,54,3008,3008,2005,0,0,2568,2568,2568,2568,0,2005,0
303,0,0,3011,3011,0,0,0,0,0,0,3011,0,0,0,2007,1992,54,3011,3011,2007,0,0,2570,2570,2570,2570,0,2007,0
304,0,0,3014,3014,0,0,0,0,0,0,3014,0,0,0,2009,1994,54,3014,3014,2009,0,0,2572,2572,2572,2572,0,2009,0
305,0,0,3017,3017,0,0,0,0,0,0,3017,0,0,0,2011,1996,54,3017,3017,2011,0,0,2574,2574,2574,2574,0,2011,0
306,0,0,3020,3020,0,0,0,0,0,0,3020,0,0,0,2013,1998,54,3020,3020,2013,0,0,2576,2576,2576,2576,0,2013,0
307,0,0,3023,3023,0,0,0,0,0,0,3023,0,0,0,2016,2001,54,3023,3023,2016,0,0,2578,2578,2578,2578,0,2016,0
308,0,0,3026,3026,0,0,0,0,0,0,3026,0,0,0,2018,2003,54,3026,3026,2018,0,0,2580,2580,2580,2580,0,2018,0
309,0,0,3029,3029,0,0,0,0,0,0,3029,0,0,0,2020,2005,54,3029,3029,2020,0,0,2582,2582,2582,2582,0,2020,0
310,0,0,3032,3032,0,0,0,0,0,0,3032,0,0,0,2022,2007,54,3032,3032,2022,0,0,2584,2584,2584,2584,0,2022,0
311,0,0,3035,3035,0,0,0,0,0,0,3035,0,0,0,2024,2009,54,3035,3035,2024,0,0,2586,2586,2586,2586,0,2024,0
312,0,0,3038,3038,0,0,0,0,0,0,3038,0,0,0,2026,2011,54,3038,3038,2026,0,0,2588,2588,2588,2588,0,2026,0
313,0,0,3041,3041,0,0,0,0,0,0,3041,0,0,0,2028,2013,54,3041,3041,2028,0,0,2590,2590,2590,2590,0,2028,0
314,0,0,3044,3044,0,0,0,0,0,0,3044,0,0,0,2030,2015,54,3044,3044,2030,0,0,2592,2592,2592,2592,0,2030,0
315,0,0,3047,3047,0,0,0,0,0,0,3047,0,0,0,2032,2017,54,3047,3047,2032,0,0,2594,2594,2594,2594,0,2032,0
316,0,0,3050,3050,0,0,0,0,0,0,3050,0,0,0,2034,2019,54,3050,3050,2034,0,0,2596,2596,2596,2596,0,2034,0
317,0,0,3053,3053,0,0,0,0,0,0,3053,0,0,0,2036,2021,54,3053,3053,2036,0,0,2598,2598,2598,2598,0,2036,0
318,0,0,3056,3056,0,0,0,0,0,0,3056,0,0,0,2038,2023,54,3056,3056,2038,0,0,2600,2600,2600,2600,0,2038,0
319,0,0,3059,3059,0,0,0,0,0,0,3059,0,0,0,2040,2025,54,3059,3059,2040,0,0,2602,2602,2602,2602,0,2040,0
320,0,0,3062,3062,0,0,0,0,0,0,3062,0,0,0,2042,2027,54,3062,3062,2042,0,0,2605,2605,2605,2605,0,2042,0
321,0,0,3065,3065,0,0,0,0,0,0,3065,0,0,0,2044,2029,54,3065,3065,2044,0,0,2607,2607,2607,2607,0,2044,0
322,0,0,3068,3068,0,0,0,0,0,0,3068,0,0,0,2046,2031,54,3068,3068,2046,0,0,2609,2609,2609,2609,0,2046,0
323,0,0,3071,3071,0,0,0,0,0,0,3071,0,0,0,2048,2033,54,3071,3071,2048,0,0,2611,2611,2611,2611,0,2048,0
324,0,0,3074,3074,0,0,0,0,0,0,3074,0,0,0,2050,2035,54,3074,3074,2050,0,0,2613,2613,2613,2613,0,2050,0
325,0,0,3077,3077,0,0,0,0,0,0,3077,0,0,0,2052,2037,54,3077,3077,2052,0,0,2615,2615,2615,2615,0,2052,0
326,0,0,3080,3080,0,0,0,0,0,0,3080,0,0,0,2054,2039,54,3080,3080,2054,0,0,2617,2617,2617,2617,0,2054,0
327,0,0,3083,3083,0,0,0,0,0,0,3083,0,0,0,2056,2041,54,3083,3083,2056,0,0,2619,2619,2619,2619,0,2056,0
328,0,0,3086,3086,0,0,0,0,0,0,3086,0,0,0,2058,2043,54,3086,3086,2058,0,0,2621,2621,2621,2621,0,2058,0
329,0,0,3089,3089,0,0,0,0,0,0,3089,0,0,0,2060,2045,54,3089,3089,2060,0,0,2623,2623,2623,2623,0,2060,0
330,0,0,3093,3093,0,0,0,0,0,0,3093,0,0,0,2062,2047,54,3093,3093,2062,0,0,2625,2625,2625,2625,0,2062,0
331,0,0,3096,3096,0,0,0,0,0,0,3096,0,0,0,2064,2049,54,3096,3096,2064,0,0,2627,2627,2627,2627,0,2064,0
332,0,0,3099,3099,0,0,0,0,0,0,3099,0,0,0,2066,2051,54,3099,3099,2066,0,0,2629,2629,2629,2629,0,2066,0
333,0,0,3102,3102,0,0,0,0,0,0,3102,0,0,0,2068,2053,54,3102,3102,2068,0,0,2631,2631,2631,2631,0,2068,0
334,0,0,3105,3105,0,0,0,0,0,0,3105,0,0,0,2070,2055,54,3105,3105,2070,0,0,2633,2633,2633,2633,0,2070,0
335,0,0,3108,3108,0,0,0,0,0,0,3108,0,0,0,2072,2057,54,3108,3108,2072,0,0,2635,2635,2635,2635,0,2072,0
336,0,0,3111,3111,0,0,0,0,0,0,3111,0,0,0,2074,2059,54,3111,3111,2074,0,0,2637,2637,2637,2637,0,2074,0
337,0,0,3114,3114,0,0,0,0,0,0,3114,0,0,0,2076,2061,54,3114,3114,2076,0,0,2639,2639,2639,2639,0,2076,0
338,0,0,3117,3117,0,0,0,0,0,0,3117,0,0,0,2078,2063,54,3117,3117,2078,0,0,2641,2641,2641,2641,0,2078,0
339,0,0,3120,3120,0,0,0,0,0,0,3120,0,0,0,2080,2065,54,3120,3120,2080,0,0,2643,2643,2643,2643,0,2080,0
340,0,0,3123,3123,0,0,0,0,0,0,3123,0,0,0,2082,2067,54,3123,3123,2082,0,0,2645,2645,2645,2645,0,2082,0
341,0,0,3126,3126,0,0,0,0,0,0,3126,0,0,0,2084,2069,54,3126,3126,2084,0,0,2647,2647,2647,2647,0,2084,0
342,0,0,3129,3129,0,0,0,0,0,0,3129,0,0,0,2086,2071,54,3129,3129,2086,0,0,2649,2649,2649,2649,0,2086,0
343,0,0,3132,3132,0,0,0,0,0,0,3132,0,0,0,2088,2073,54,3132,3132,2088,0,0,2651,2651,2651,2651,0,2088,0
344,0,0,3135,3135,0,0,0,0,0,0,3135,0,0,0,2090,2075,54,3135,3135,2090,0,0,2653,2653,2653,2653,0,2090,0
345,0,0,3138,3138,0,0,0,0,0,0,3138,0,0,0,2092,2077,54,3138,3138,2092,0,0,2655,2655,2655,2655,0,2092,0
346,0,0,3141,3141,0,0,0,0,0,0,3141,0,0,0,2094,2079,54,3141,3141,2094,0,0,2657,2657,2657,2657,0,2094,0
347,0,0,3144,3144,0,0,0,0,0,0,3144,0,0,0,2096,2081,54,3144,3144,2096,0,0,2659,2659,2659,2659,0,2096,0
348,0,0,3147,3147,0,0,0,0,0,0,3147,0,0,0,2098,2083,54,3147,3147,2098,0,0,2661,2661,2661,2661,0,2098,0
349,0,0,3150,3150,0,0,0,0,0,0,3150,0,0,0,2100,2085,54,3150,3150,2100,0,0,2663,2663,2663,2663,0,2100,0
350,0,0,3153,3153,0,0,0,0,0,0,3153,0,0,0,2102,2087,54,3153,3153,2102,0,0,2665,2665,2665,2665,0,2102,0
351,0,0,3156,3156,0,0,0,0,0,0,3156,0,0,0,2104,2089,54,3156,3156,2104,0,0,2667,2667,2667,2667,0,2104,0
352,0,0,3159,3159,0,0,0,0,0,0,3159,0,0,0,2106,2091,54,3159,3159,2106,0,0,2669,2669,2669,2669,0,2106,0
353,0,0,3162,3162,0,0,0,0,0,0,3162,0,0,0,2108,2093,54,3162,3162,2108,0,0,2671,2671,2671,2671,0,2108,0
354,0,0,3165,3165,0,0,0,0,0,0,3165,0,0,0,2110,2095,54,3165,3165,2110,0,0,2673,2673,2673,2673,0,2110,0
355,0,0,3168,3168,0,0,0,0,0,0,3168,0,0,0,2112,2097,54,3168,3168,2112,0,0,2675,2675,2675,2675,0,2112,0
356,0,0,3171,3171,0,0,0,0,0,0,3171,0,0,0,2114,2099,54,3171,3171,2114,0,0,2677,2677,2677,2677,0,2114,0
357,0,0,3174,3174,0,0,0,0,0,0,3174,0,0,0,2116,2101,54,3174,3174,2116,0,0,2679,2679,2679,2679,0,2116,0
358,0,0,3177,3177,0,0,0,0,0,0,3177,0,0,0,2118,2103,54,3177,3177,2118,0,0,2682,2682,2682,2682,0,2118,0
359,0,0,3180,3180,0,0,0,0,0,0,3180,0,0,0,2120,2105,54,3180,3180,2120,0,0,2684,2684,2684,2684,0,2120,0
360,0,0,3183,3183,0,0,0,0,0,0,3183,0,0,0,2122,2107,54,3183,3183,2122,0,0,2686,2686,2686,2686,0,2122,0
361,0,0,3186,3186,0,0,0,0,0,0,3186,0,0,0,2124,2109,54,3186,3186,2124,0,0,2688,2688,2688,2688,0,2124,0
362,0,0,3189,3189,0,0,0,0,0,0,3189,0,0,0,2126,2111,54,3189,3189,2126,0,0,2690,2690,2690,2690,0,2126,0
363,0,0,3192,3192,0,0,0,0,0,0,3192,0,0,0,2128,2113,54,3192,3192,2128,0,0,2692,2692,2692,2692,0,2128,0
364,0,0,3195,3195,0,0,0,0,0,0,3195,0,0,0,2130,2115,54,3195,3195,2130,0,0,2694,2694,2694,2694,0,2130,0
365,0,0,3198,3198,0,0,0,0,0,0,3198,0,0,0,2132,2117,54,3198,3198,2132,0,0,2696,2696,2696,2696,0,2132,0
366,0,0,3201,3201,0,0,0,0,0,0,3201,0,0,0,2134,2119,54,3201,3201,2134,0,0,2698,2698,2698,2698,0,2134,0
367,0,0,3204,3204,0,0,0,0,0,0,3204,0,0,0,2136,2121,54,3204,3204,2136,0,0,2700,2700,2700,2700,0,2136,0
368,0,0,3207,3207,0,0,0,0,0,0,3207,0,0,0,2138,2123,54,3207,3207,2138,0,0,2702,2702,2702,2702,0,2138,0
369,0,0,3210,3210,0,0,0,0,0,0,3210,0,0,0,2140,2125,54,3210,3210,2140,0,0,2704,2704,2704,2704,0,2140,0
370,0,0,3213,3213,0,0,0,0,0,0,3213,0,0,0,2142,2127,54,3213,3213,2142,0,0,2706,2706,2706,2706,0,2142,0
371,0,0,3216,3216,0,0,0,0,0,0,3216,0,0,0,2144,2129,54,3216,3216,2144,0,0,2708,2708,2708,2708,0,2144,0
372,0,0,3219,3219,0,0,0,0,0,0,3219,0,0,0,2146,2131,54,3219,3219,2146,0,0,2710,2710,2710,2710,0,2146,0
373,0,0,3222,3222,0,0,0,0,0,0,3222,0,0,0,2148,2133,54,3222,3222,2148,0,0,2712,2712,2712,2712,0,2148,0
374,0,0,3225,3225,0,0,0,0,0,0,3225,0,0,0,2150,2135,54,3225,3225,2150,0,0,2714,2714,2714,2714,0,2150,0
375,0,0,3228,3228,0,0,0,0,0,0,3228,0,0,0,2152,2137,54,3228,3228,2152,0,0,2716,2716,2716,2716,0,2152,0
376,0,0,3232,3232,0,0,0,0,0,0,3232,0,0,0,2155,2140,54,3232,3232,2155,0,0,2718,2718,2718,2718,0,2155,0
377,0,0,3235,3235,0,0,0,0,0,0,3235,0,0,0,2157,2142,54,3235,3235,2157,0,0,2720,2720,2720,2720,0,2157,0
378,0,0,3238,3238,0,0,0,0,0,0,3238,0,0,0,2159,2144,54,3238,3238,2159,0,0,2722,2722,2722,2722,0,2159,0
379,0,0,3241,3241,0,0,0,0,0,0,3241,0,0,0,2161,2146,54,3241,3241,2161,0,0,2724,2724,2724,2724,0,2161,0
380,0,0,3244,3244,0,0,0,0,0,0,3244,0,0,0,2163,2148,54,3244,3244,2163,0,0,2726,2726,2726,2726,0,2163,0
381,0,0,3247,3247,0,0,0,0,0,0,3247,0,0,0,2165,2150,54,3247,3247,2165,0,0,2728,2728,2728,2728,0,2165,0
382,0,0,3250,3250,0,0,0,0,0,0,3250,0,0,0,2167,2152,54,3250,3250,2167,0,0,2730,2730,2730,2730,0,2167,0
383,0,0,3253,3253,0,0,0,0,0,0,3253,0,0,0,2169,2154,54,3253,3253,2169,0,0,2732,2732,2732,2732,0,2169,0
384,0,0,3256,3256,0,0,0,0,0,0,3256,0,0,0,2171,2156,54,3256,3256,2171,0,0,2734,2734,2734,2734,0,2171,0
385,0,0,3259,3259,0,0,0,0,0,0,3259,0,0,0,2173,2158,54,3259,3259,2173,0,0,2736,2736,2736,2736,0,2173,0
386,0,0,3262,3262,0,0,0,0,0,0,3262,0,0,0,2175,2160,54,3262,3262,2175,0,0,2738,2738,2738,2738,0,2175,0
387,0,0,3265,3265,0,0,0,0,0,0,3265,0,0,0,2177,2162,54,3265,3265,2177,0,0,2740,2740,2740,2740,0,2177,0
388,0,0,3268,3268,0,0,0,0,0,0,3268,0,0,0,2179,2164,54,3268,3268,2179,0,0,2742,2742,2742,2742,0,2179,0
389,0,0,3271,3271,0,0,0,0,0,0,3271,0,0,0,2181,2166,54,3271,3271,2181,0,0,2744,2744,2744,2744,0,2181,0
390,0,0,3274,3274,0,0,0,0,0,0,3274,0,0,0,2183,2168,54,3274,3274,2183,0,0,2746,2746,2746,2746,0,2183,0
