ID,RaceID,SexID,BaseSection,VariationIndex,ColorIndex,Flags,MaterialResourcesID[0],MaterialResourcesID[1],MaterialResourcesID[2]
5866,11,0,1,3,3,1,1994,2602,0
5867,11,0,1,3,4,1,1995,2603,0
5868,11,0,1,3,5,1,1996,2604,0
5869,11,0,1,3,6,1,1997,2605,0
5870,11,0,1,3,7,1,1998,2606,0
5871,11,0,1,3,8,1,1999,2607,0
5872,11,0,1,3,9,1,2000,2608,0
5873,11,0,1,3,10,1,2001,2609,0
5874,11,0,1,3,11,1,2002,2610,0
5875,11,0,1,3,12,1,2003,2611,0
5876,11,0,1,3,13,1,2004,2612,0
5877,11,0,1,4,0,1,2005,2613,0
5878,11,0,1,4,1,1,2006,2614,0
5879,11,0,1,4,2,1,2007,2615,0
5880,11,0,1,4,3,1,2008,2616,0
5881,11,0,1,4,4,1,2009,2617,0
5882,11,0,1,4,5,1,2010,2618,0
5883,11,0,1,4,6,1,2011,2619,0
5884,11,0,1,4,7,1,2012,2620,0
5885,11,0,1,4,8,1,2013,2621,0
5886,11,0,1,4,9,1,2014,2622,0
5887,11,0,1,4,10,1,2015,2623,0
5888,11,0,1,4,11,1,2016,2624,0
5889,11,0,1,4,12,1,2017,2625,0
5890,11,0,1,4,13,1,2018,2626,0
5891,11,0,1,5,0,1,2019,2627,0
5892,11,0,1,5,1,1,2020,2628,0
5893,11,0,1,5,2,1,2021,2629,0
5894,11,0,1,5,3,1,2022,2630,0
5895,11,0,1,5,4,1,2023,2631,0
5896,11,0,1,5,5,1,2024,2632,0
5897,11,0,1,5,6,1,2025,2633,0
5898,11,0,1,5,7,1,2026,2634,0
5899,11,0,1,5,8,1,2027,2635,0
5900,11,0,1,5,9,1,2028,2636,0
5901,11,0,1,5,10,1,2029,2637,0
5902,11,0,1,5,11,1,2030,2638,0
5903,11,0,1,5,12,1,2031,2639,0
5904,11,0,1,5,13,1,2032,2640,0
5905,11,0,1,6,0,1,2033,2641,0
5906,11,0,1,6,1,1,2034,2642,0
5907,11,0,1,6,2,1,2035,2643,0
5908,11,0,1,6,3,1,2036,2644,0
5909,11,0,1,6,4,1,2037,2645,0
5910,11,0,1,6,5,1,2038,2646,0
5911,11,0,1,6,6,1,2039,2647,0
5912,11,0,1,6,7,1,2040,2648,0
5913,11,0,1,6,8,1,2041,2649,0
5914,11,0,1,6,9,1,2042,2650,0
5915,11,0,1,6,10,1,2043,2651,0
5916,11,0,1,6,11,1,2044,2652,0
5917,11,0,1,6,12,1,2045,2653,0
5918,11,0,1,6,13,1,2046,2654,0
5919,11,0,1,7,0,1,2047,2655,0
5920,11,0,1,7,1,1,2048,2656,0
5921,11,0,1,7,2,1,2049,2657,0
5922,11,0,1,7,3,1,2050,2658,0
5923,11,0,1,7,4,1,2051,2659,0
5924,11,0,1,7,5,1,2052,2660,0
5925,11,0,1,7,6,1,2053,2661,0
5926,11,0,1,7,7,1,2054,2662,0
5927,11,0,1,7,8,1,2055,2663,0
5928,11,0,1,7,9,1,2056,2664,0
5929,11,0,1,7,10,1,2057,2665,0
5930,11,0,1,7,11,1,2058,2666,0
5931,11,0,1,7,12,1,2059,2667,0
5932,11,0,1,7,13,1,2060,2668,0
5933,11,0,1,8,0,1,2061,2669,0
5934,11,0,1,8,1,1,2062,2670,0
5935,11,0,1,8,2,1,2063,2671,0
5936,11,0,1,8,3,1,2064,2672,0
5937,11,0,1,8,4,1,2066,2673,0
5938,11,0,1,8,5,1,2067,2674,0
5939,11,0,1,8,6,1,2068,2675,0
5940,11,0,1,8,7,1,2069,2676,0
5941,11,0,1,8,8,1,2070,2677,0
5942,11,0,1,8,9,1,2071,2678,0
5943,11,0,1,8,10,1,2072,2679,0
5944,11,0,1,8,11,1,2073,2680,0
5945,11,0,1,8,12,1,2074,2681,0
5946,11,0,1,8,13,1,2075,2682,0
5947,11,0,1,9,0,1,2076,2683,0
5948,11,0,1,9,1,1,2077,2684,0
5949,11,0,1,9,2,1,2078,2685,0
5950,11,0,1,9,3,1,2079,2686,0
5951,11,0,1,9,4,1,2080,2687,0
5952,11,0,1,9,5,1,2081,2688,0
5953,11,0,1,9,6,1,2082,2689,0
5954,11,0,1,9,7,1,2083,2690,0
5955,11,0,1,9,8,1,2084,2691,0
5956,11,0,1,9,9,1,2085,2692,0
5957,11,0,1,9,10,1,2086,2693,0
5958,11,0,1,9,11,1,2087,2694,0
5959,11,0,1,9,12,1,2088,2695,0
5960,11,0,1,9,13,1,2089,2696,0
5961,11,0,4,0,3,17,2700,51352,0
5962,11,0,4,0,4,17,2701,51353,0
5963,11,0,4,0,5,17,2702,51354,0
5964,11,0,4,0,6,17,2703,51355,0
5965,11,0,4,0,7,17,2704,51356,0
5966,11,0,4,0,8,17,2705,51357,0
5967,11,0,4,0,9,17,2706,51358,0
5968,11,0,4,0,10,17,2707,0,0
5969,11,0,4,0,11,17,2708,0,0
5970,11,0,4,0,12,17,2709,0,0
5971,11,0,4,0,13,17,2710,0,0
5972,11,0,3,0,4,17,1945,0,0
5973,11,0,3,0,5,17,1946,0,0
5974,11,0,3,0,6,17,1947,0,0
5975,11,0,3,1,4,17,1945,0,0
5976,11,0,3,1,5,17,1946,0,0
5977,11,0,3,1,6,17,1947,0,0
5978,11,0,3,2,0,17,1941,0,0
5979,11,0,3,2,1,17,1942,0,0
5980,11,0,3,2,2,17,1943,0,0
5981,11,0,3,2,3,17,1944,0,0
5982,11,0,3,2,4,17,1945,0,0
5983,11,0,3,2,5,17,1946,0,0
5984,11,0,3,2,6,17,1947,0,0
5985,11,0,3,3,0,17,1941,0,0
5986,11,0,3,3,1,17,1942,0,0
5987,11,0,3,3,2,17,1943,0,0
5988,11,0,3,3,3,17,1944,0,0
5989,11,0,3,3,4,17,1945,0,0
5990,11,0,3,3,5,17,1946,0,0
5991,11,0,3,3,6,17,1947,0,0
5992,11,0,3,4,0,17,1941,0,0
5993,11,0,3,4,1,17,1942,0,0
5994,11,0,3,4,2,17,1943,0,0
5995,11,0,3,4,3,17,1944,0,0
5996,11,0,3,4,4,17,1945,0,0
5997,11,0,3,4,5,17,1946,0,0
5998,11,0,3,4,6,17,1947,0,0
5999,11,0,3,5,0,17,1941,0,0
6000,11,0,3,5,1,17,1942,0,0
6001,11,0,3,5,2,17,1943,0,0
6002,11,0,3,5,3,17,1944,0,0
6003,11,0,3,5,4,17,1945,0,0
6004,11,0,3,5,5,17,1946,0,0
6005,11,0,3,5,6,17,1947,0,0
6006,11,0,3,6,0,17,1941,0,0
6007,11,0,3,6,1,17,1942,0,0
6008,11,0,3,6,2,17,1943,0,0
6009,11,0,3,6,3,17,1944,0,0
6010,11,0,3,6,4,17,1945,0,0
6011,11,0,3,6,5,17,1946,0,0
6012,11,0,3,6,6,17,1947,0,0
6013,11,0,3,7,0,17,1941,0,0
6014,11,0,3,7,1,17,1942,0,0
6015,11,0,3,7,2,17,1943,0,0
6016,11,0,3,7,3,17,1944,0,0
6017,11,0,3,7,4,17,1945,0,0
6018,11,0,3,7,5,17,1946,0,0
6019,11,0,3,7,6,17,1947,0,0
6020,11,0,3,8,0,17,1941,0,0
6021,11,0,3,8,1,17,1942,0,0
6022,11,0,3,8,2,17,1943,0,0
6023,11,0,3,8,3,17,1944,0,0
6024,11,0,3,8,4,17,1945,0,0
6025,11,0,3,8,5,17,1946,0,0
6026,11,0,3,8,6,17,1947,0,0
6027,10,0,1,3,0,65,3301,2867,0
6028,10,0,1,3,1,65,3302,2868,0
6029,10,0,1,3,2,65,3303,2869,0
6030,10,0,1,3,3,65,3304,2870,0
6031,10,0,1,3,4,65,3305,2871,0
6032,10,0,1,3,5,65,3306,2872,0
6033,10,0,1,3,6,65,3307,2873,0
6034,10,0,1,3,7,65,3308,2874,0
6035,10,0,1,3,8,65,3309,2875,0
6036,10,0,1,3,9,65,3310,2876,0
6037,10,0,1,4,0,65,3311,3527,0
6038,10,0,1,4,1,65,3312,3528,0
6039,10,0,1,4,2,65,3313,3529,0
6040,10,0,1,4,3,65,3314,3530,0
6041,10,0,1,4,4,65,3315,3531,0
6042,10,0,1,4,5,65,3316,3532,0
6043,10,0,1,4,6,65,3317,3533,0
6044,10,0,1,4,7,65,3318,3534,0
6045,10,0,1,4,8,65,3319,3535,0
6046,10,0,1,4,9,65,3320,3536,0
6047,10,0,1,5,0,65,2786,3537,0
6048,10,0,1,5,1,65,2787,3538,0
6049,10,0,1,5,2,65,2788,3539,0
6050,10,0,1,5,3,65,2789,3540,0
6051,10,0,1,5,4,65,2790,3541,0
6052,10,0,1,5,5,65,2791,3542,0
6053,10,0,1,5,6,65,2792,3543,0
6054,10,0,1,5,7,65,2793,3544,0
6055,10,0,1,5,8,65,2794,3545,0
6056,10,0,1,5,9,65,2795,3546,0
6057,10,0,1,6,0,65,2796,3547,0
6058,10,0,1,6,1,65,2797,3548,0
6059,10,0,1,6,2,65,2798,3549,0
6060,10,0,1,6,3,65,2799,3550,0
6061,10,0,1,6,4,65,2800,3551,0
6062,10,0,1,6,5,65,2801,3552,0
6063,10,0,1,6,6,65,2802,3553,0
6064,10,0,1,6,7,65,2803,3554,0
6065,10,0,1,6,8,65,2804,3555,0
6066,10,0,1,6,9,65,2805,3556,0
6067,10,0,1,7,0,65,2806,3557,0
6068,10,0,1,7,1,65,2807,3558,0
6069,10,0,1,7,2,65,2808,3559,0
6070,10,0,1,7,3,65,2809,3560,0
6071,10,0,1,7,4,65,2810,3561,0
6072,10,0,1,7,5,65,2811,3562,0
6073,10,0,1,7,6,65,2812,3563,0
6074,10,0,1,7,7,65,2813,3564,0
6075,10,0,1,7,8,65,2814,3565,0
6076,10,0,1,7,9,65,2815,3566,0
6077,10,0,1,8,0,65,2816,3567,0
6078,10,0,1,8,1,65,2817,3568,0
6079,10,0,1,8,2,65,2818,3569,0
6080,10,0,1,8,3,65,2819,3570,0
6081,10,0,1,8,4,65,2820,3571,0
6082,10,0,1,8,5,65,2821,3572,0
6083,10,0,1,8,6,65,2822,3573,0
6084,10,0,1,8,7,65,2823,3574,0
6085,10,0,1,8,8,65,2824,3575,0
6086,10,0,1,8,9,65,2825,3576,0
6087,10,0,1,9,0,65,2826,3577,0
6088,10,0,1,9,1,65,2827,3578,0
6089,10,0,1,9,2,65,2828,3579,0
6090,10,0,1,9,3,65,2829,3580,0
6091,10,0,1,9,4,65,2830,3581,0
6092,10,0,1,9,5,65,2831,3582,0
6093,10,0,1,9,6,65,2832,3583,0
6094,10,0,1,9,7,65,2833,3584,0
6095,10,0,1,9,8,65,2834,3585,0
6096,10,0,1,9,9,65,2835,3586,0
6097,10,1,3,3,0,17,3260,0,0
6098,10,1,3,3,1,17,3261,0,0
6099,10,1,3,3,2,17,3262,0,0
6100,10,1,3,3,3,17,3263,0,0
6101,10,1,3,3,4,17,3264,0,0
6102,10,1,3,3,5,17,3265,0,0
6103,10,1,3,3,6,17,3266,0,0
6104,10,1,3,3,7,17,3267,0,0
6105,10,1,3,3,8,17,3268,0,0
6106,10,1,3,3,9,17,3269,0,0
6107,10,1,3,4,0,17,3260,0,0
6108,10,1,3,4,1,17,3261,0,0
6109,10,1,3,4,2,17,3262,0,0
6110,10,1,3,4,3,17,3263,0,0
6111,10,1,3,4,4,17,3264,0,0
6112,10,1,3,4,5,17,3265,0,0
6113,10,1,3,4,6,17,3266,0,0
6114,10,1,3,4,7,17,3267,0,0
6115,10,1,3,4,8,17,3268,0,0
6116,10,1,3,4,9,17,3269,0,0
6117,10,1,3,5,0,17,3260,0,0
6118,10,1,3,5,1,17,3261,0,0
6119,10,1,3,5,2,17,3262,0,0
6120,10,1,3,5,3,17,3263,0,0
6121,10,1,3,5,4,17,3264,0,0
6122,10,1,3,5,5,17,3265,0,0
6123,10,1,3,5,6,17,3266,0,0
6124,10,1,3,5,7,17,3267,0,0
6125,10,1,3,5,8,17,3268,0,0
6126,10,1,3,5,9,17,3269,0,0
6127,10,1,3,6,0,17,3260,0,0
6128,10,1,3,6,1,17,3261,0,0
6129,10,1,3,6,2,17,3262,0,0
6130,10,1,3,6,3,17,3263,0,0
6131,10,1,3,6,4,17,3264,0,0
6132,10,1,3,6,5,17,3265,0,0
6133,10,1,3,6,6,17,3266,0,0
6134,10,1,3,6,7,17,3267,0,0
6135,10,1,3,6,8,17,3268,0,0
6136,10,1,3,6,9,17,3269,0,0
6137,10,1,3,7,0,17,3260,0,0
6138,10,1,3,7,1,17,3261,0,0
6139,10,1,3,7,2,17,3262,0,0
6140,10,1,3,7,3,17,3263,0,0
6141,10,1,3,7,4,17,3264,0,0
6142,10,1,3,7,5,17,3265,0,0
6143,10,1,3,7,6,17,3266,0,0
6144,10,1,3,7,7,17,3267,0,0
6145,10,1,3,7,8,17,3268,0,0
6146,10,1,3,7,9,17,3269,0,0
6147,10,1,3,8,0,17,3260,0,0
6148,10,1,3,8,1,17,3261,0,0
6149,10,1,3,8,2,17,3262,0,0
6150,10,1,3,8,3,17,3263,0,0
6151,10,1,3,8,4,17,3264,0,0
6152,10,1,3,8,5,17,3265,0,0
6153,10,1,3,8,6,17,3266,0,0
6154,10,1,3,8,7,17,3267,0,0
6155,10,1,3,8,8,17,3268,0,0
6156,10,1,3,8,9,17,3269,0,0
6157,10,1,3,9,0,17,3260,0,0
6158,10,1,3,9,1,17,3261,0,0
6159,10,1,3,9,2,17,3262,0,0
6160,10,1,3,9,3,17,3263,0,0
6161,10,1,3,9,4,17,3264,0,0
6162,10,1,3,9,5,17,3265,0,0
6163,10,1,3,9,6,17,3266,0,0
6164,10,1,3,9,7,17,3267,0,0
6165,10,1,3,9,8,17,3268,0,0
6166,10,1,3,9,9,17,3269,0,0
6167,10,1,3,10,0,17,3260,0,0
6168,10,1,3,10,1,17,3261,0,0
6169,10,1,3,10,2,17,3262,0,0
6170,10,1,3,10,3,17,3263,0,0
6171,10,1,3,10,4,17,3264,0,0
6172,10,1,3,10,5,17,3265,0,0
6173,10,1,3,10,6,17,3266,0,0
6174,10,1,3,10,7,17,3267,0,0
6175,10,1,3,10,8,17,3268,0,0
6176,10,1,3,10,9,17,3269,0,0
6177,10,1,3,11,0,17,3260,0,0
6178,10,1,3,11,1,17,3261,0,0
6179,10,1,3,11,2,17,3262,0,0
6180,10,1,3,11,3,17,3263,0,0
6181,10,1,3,11,4,17,3264,0,0
6182,10,1,3,11,5,17,3265,0,0
6183,10,1,3,11,6,17,3266,0,0
6184,10,1,3,11,7,17,3267,0,0
6185,10,1,3,11,8,17,3268,0,0
6186,10,1,3,11,9,17,3269,0,0
6187,10,1,3,12,0,17,3260,0,0
6188,10,1,3,12,1,17,3261,0,0
6189,10,1,3,12,2,17,3262,0,0
6190,10,1,3,12,3,17,3263,0,0
6191,10,1,3,12,4,17,3264,0,0
6192,10,1,3,12,5,17,3265,0,0
6193,10,1,3,12,6,17,3266,0,0
6194,10,1,3,12,7,17,3267,0,0
6195,10,1,3,12,8,17,3268,0,0
6196,10,1,3,12,9,17,3269,0,0
6197,10,1,3,13,0,17,3260,0,0
6198,10,1,3,13,1,17,3261,0,0
6199,10,1,3,13,2,17,3262,0,0
6200,10,1,3,13,3,17,3263,0,0
6201,10,1,3,13,4,17,3264,0,0
6202,10,1,3,13,5,17,3265,0,0
6203,10,1,3,13,6,17,3266,0,0
6204,10,1,3,13,7,17,3267,0,0
6205,10,1,3,13,8,17,3268,0,0
6206,10,1,3,13,9,17,3269,0,0
6223,13,0,0,0,0,1,6350,0,0
6224,13,0,1,0,0,1,0,0,0
6225,13,0,2,0,0,1,0,0,0
6228,13,1,0,0,0,1,6320,0,0
6229,13,1,1,0,0,1,0,0,0
6233,13,0,0,0,1,1,6352,0,0
6234,13,0,0,0,2,1,6354,0,0
6235,13,0,0,0,3,1,6363,0,0
6236,13,0,0,0,4,1,6357,0,0
6237,13,1,0,0,1,1,6322,0,0
6238,13,1,0,0,2,1,6324,0,0
6239,13,1,0,0,3,1,6326,0,0
6240,13,1,0,0,4,1,6328,0,0
6241,13,0,1,0,1,1,0,0,0
6242,13,0,1,0,2,1,0,0,0
6243,13,0,1,0,3,1,0,0,0
6244,13,0,1,0,4,1,0,0,0
6245,13,1,1,0,1,1,0,0,0
6246,13,1,1,0,2,1,0,0,0
6247,13,1,1,0,3,1,0,0,0
6248,13,1,1,0,4,1,0,0,0
6249,14,0,0,0,0,1,3645,0,0
6250,14,0,1,0,0,1,3627,3633,0
6251,14,0,2,0,0,1,0,0,0
6253,14,0,4,0,0,1,3639,0,0
6254,14,1,0,0,0,1,0,0,0
6255,14,1,1,0,0,1,0,0,0
6256,14,1,2,0,0,1,0,0,0
6257,14,1,3,0,0,1,3616,0,0
6258,14,1,4,0,0,1,0,0,0
6259,15,0,0,0,0,1,7926,0,0
6260,15,0,1,0,0,1,7914,7920,0
6261,15,0,2,0,0,1,0,0,0
6262,15,0,3,0,0,1,102937,0,0
6263,15,0,4,0,0,1,7926,0,0
6264,15,1,0,0,0,1,0,0,0
6265,15,1,1,0,0,1,0,0,0
6266,15,1,2,0,0,1,0,0,0
6267,15,1,3,0,0,1,102937,0,0
6268,15,1,4,0,0,1,0,0,0
6269,14,0,0,0,1,1,3646,0,0
6270,14,0,0,0,2,1,3647,0,0
6271,14,0,0,0,3,1,3648,0,0
6272,14,0,0,0,4,1,3649,0,0
6273,14,0,0,0,5,1,3650,0,0
6274,14,0,1,0,1,1,3628,3634,0
6275,14,0,1,0,2,1,3629,3635,0
6276,14,0,1,0,3,1,3630,3636,0
6277,14,0,1,0,4,1,3631,3637,0
6278,14,0,1,0,5,1,3632,3638,0
6361,10,0,0,0,0,17,3599,0,0
6362,10,0,0,0,1,17,3600,0,0
6363,10,0,0,0,2,17,3601,0,0
6364,10,0,0,0,3,17,3602,0,0
6365,10,0,0,0,4,17,3603,0,0
6366,10,0,0,0,5,17,3604,0,0
6367,10,0,0,0,6,17,3605,0,0
6368,10,0,0,0,7,17,3606,0,0
6369,10,0,0,0,8,17,3607,0,0
6370,10,0,0,0,9,17,3608,0,0
6431,14,0,3,0,0,1,3616,0,0
6432,14,0,3,0,1,1,3617,0,0
6433,14,0,3,0,2,1,3618,0,0
6434,14,0,3,0,3,1,3619,0,0
6435,14,0,3,0,4,1,3620,0,0
6436,14,0,3,0,5,1,3621,0,0
6437,14,0,3,0,6,1,3622,0,0
6438,14,0,3,0,7,1,3623,0,0
6439,14,0,3,0,8,1,3624,0,0
6440,14,0,3,0,9,1,3625,0,0
6441,14,0,3,1,0,1,3616,0,0
6442,14,0,3,1,1,1,3617,0,0
6443,14,0,3,1,2,1,3618,0,0
6444,14,0,3,1,3,1,3619,0,0
6445,14,0,3,1,4,1,3620,0,0
6446,14,0,3,1,5,1,3621,0,0
6447,14,0,3,1,6,1,3622,0,0
6448,14,0,3,1,7,1,3623,0,0
6449,14,0,3,1,8,1,3624,0,0
6450,14,0,3,1,9,1,3625,0,0
6451,14,0,3,2,0,1,3616,0,0
6452,14,0,3,2,1,1,3617,0,0
6453,14,0,3,2,2,1,3618,0,0
6454,14,0,3,2,3,1,3619,0,0
6455,14,0,3,2,4,1,3620,0,0
6456,14,0,3,2,5,1,3621,0,0
6457,14,0,3,2,6,1,3622,0,0
6458,14,0,3,2,7,1,3623,0,0
6459,14,0,3,2,8,1,3624,0,0
6460,14,0,3,2,9,1,3625,0,0
6461,2,0,0,0,14,8,71563,0,0
6462,2,1,0,0,10,8,5824,0,0
6477,10,0,0,0,10,8,3609,0,0
6478,10,0,0,0,11,8,3610,0,0
6479,10,0,0,0,12,8,3611,0,0
6480,10,0,0,0,13,8,3612,0,0
6481,10,0,0,0,14,8,3613,0,0
6487,10,0,0,0,15,8,3614,0,0
6489,10,1,0,0,10,8,3254,0,0
6490,10,1,0,0,11,8,3255,0,0
6491,10,1,0,0,12,8,3256,0,0
6492,10,1,0,0,13,8,3257,0,0
6493,10,1,0,0,14,8,3258,0,0
6494,10,0,2,0,1,17,0,0,0
6495,10,0,2,0,2,17,0,0,0
6496,10,0,2,0,3,17,0,0,0
6497,10,0,2,0,4,17,0,0,0
6498,10,0,2,0,5,17,0,0,0
6499,10,0,2,0,6,17,0,0,0
6500,10,0,2,0,7,17,0,0,0
6501,10,0,2,0,8,17,0,0,0
6502,10,0,2,0,9,17,0,0,0
6503,10,0,2,1,0,17,0,0,0
6504,10,0,2,1,1,17,0,0,0
6505,10,0,2,1,2,17,0,0,0
6506,10,0,2,1,3,17,0,0,0
6507,10,0,2,1,4,17,0,0,0
6508,10,0,2,1,5,17,0,0,0
6509,10,0,2,1,6,17,0,0,0
6510,10,0,2,1,7,17,0,0,0
6511,10,0,2,1,8,17,0,0,0
6512,10,0,2,1,9,17,0,0,0
6513,10,0,2,2,0,17,0,0,0
6514,10,0,2,2,1,17,0,0,0
6515,10,0,2,2,2,17,0,0,0
6516,10,0,2,2,3,17,0,0,0
6517,10,0,2,2,4,17,0,0,0
6518,10,0,2,2,5,17,0,0,0
6519,10,0,2,2,6,17,0,0,0
6520,10,0,2,2,7,17,0,0,0
6521,10,0,2,2,8,17,0,0,0
6522,10,0,2,2,9,17,0,0,0
6523,10,0,2,3,0,17,0,0,0
6524,10,0,2,3,1,17,0,0,0
6525,10,0,2,3,2,17,0,0,0
6526,10,0,2,3,3,17,0,0,0
6527,10,0,2,3,4,17,0,0,0
6528,10,0,2,3,5,17,0,0,0
6529,10,0,2,3,6,17,0,0,0
6530,10,0,2,3,7,17,0,0,0
6531,10,0,2,3,8,17,0,0,0
6532,10,0,2,3,9,17,0,0,0
6533,10,0,2,4,0,17,0,0,0
6534,10,0,2,4,1,17,0,0,0
6535,10,0,2,4,2,17,0,0,0
6536,10,0,2,4,3,17,0,0,0
6537,10,0,2,4,4,17,0,0,0
6538,10,0,2,4,5,17,0,0,0
6539,10,0,2,4,6,17,0,0,0
6540,10,0,2,4,7,17,0,0,0
6541,10,0,2,4,8,17,0,0,0
6542,10,0,2,4,9,17,0,0,0
6543,10,0,2,5,0,17,0,0,0
6544,10,0,2,5,1,17,0,0,0
6545,10,0,2,5,2,17,0,0,0
6546,10,0,2,5,3,17,0,0,0
6547,10,0,2,5,4,17,0,0,0
6548,10,0,2,5,5,17,0,0,0
6549,10,0,2,5,6,17,0,0,0
6550,10,0,2,5,7,17,0,0,0
6551,10,0,2,5,8,17,0,0,0
6552,10,0,2,5,9,17,0,0,0
6553,10,0,2,6,0,17,0,0,0
6554,10,0,2,6,1,17,0,0,0
6555,10,0,2,6,2,17,0,0,0
6556,10,0,2,6,3,17,0,0,0
6557,10,0,2,6,4,17,0,0,0
6558,10,0,2,6,5,17,0,0,0
6559,10,0,2,6,6,17,0,0,0
6560,10,0,2,6,7,17,0,0,0
6561,10,0,2,6,8,17,0,0,0
6562,10,0,2,6,9,17,0,0,0
6563,10,0,2,7,0,17,0,0,0
6564,10,0,2,7,1,17,0,0,0
6565,10,0,2,7,2,17,0,0,0
6566,10,0,2,7,3,17,0,0,0
6567,10,0,2,7,4,17,0,0,0
6568,10,0,2,7,5,17,0,0,0
6569,10,0,2,7,6,17,0,0,0
6570,10,0,2,7,7,17,0,0,0
6571,10,0,2,7,8,17,0,0,0
6572,10,0,2,7,9,17,0,0,0
6573,10,0,2,8,0,17,0,0,0
6574,10,0,2,8,1,17,0,0,0
6575,10,0,2,8,2,17,0,0,0
6576,10,0,2,8,3,17,0,0,0
6577,10,0,2,8,4,17,0,0,0
6578,10,0,2,8,5,17,0,0,0
6579,10,0,2,8,6,17,0,0,0
6580,10,0,2,8,7,17,0,0,0
6581,10,0,2,8,8,17,0,0,0
6582,10,0,2,8,9,17,0,0,0
6583,10,0,2,9,0,17,0,0,0
6584,10,0,2,9,1,17,0,0,0
6585,10,0,2,9,2,17,0,0,0
6586,10,0,2,9,3,17,0,0,0
6587,10,0,2,9,4,17,0,0,0
6588,10,0,2,9,5,17,0,0,0
6589,10,0,2,9,6,17,0,0,0
6590,10,0,2,9,7,17,0,0,0
6591,10,0,2,9,8,17,0,0,0
6592,10,0,2,9,9,17,0,0,0
6597,13,1,2,0,0,1,0,0,0
6598,13,1,3,0,0,1,0,0,0
6599,13,1,4,0,0,1,0,0,0
6600,13,0,3,0,0,1,0,0,0
6601,13,0,4,0,0,1,0,0,0
6612,13,0,4,0,1,1,0,0,0
6613,13,0,4,0,2,1,0,0,0
6614,13,0,4,0,3,1,0,0,0
6615,13,0,4,0,4,1,0,0,0
6616,13,1,4,0,1,1,0,0,0
6617,13,1,4,0,2,1,0,0,0
6618,13,1,4,0,3,1,0,0,0
6619,13,1,4,0,4,1,0,0,0
6640,14,0,4,0,1,1,3640,0,0
6641,14,0,4,0,2,1,3641,0,0
6642,14,0,4,0,3,1,3642,0,0
6643,14,0,4,0,4,1,3643,0,0
6644,14,0,4,0,5,1,3644,0,0
6650,16,1,0,0,0,1,0,0,0
6651,16,1,1,0,0,1,0,0,0
6652,16,1,2,0,0,1,0,0,0
6653,16,1,3,0,0,1,7304,0,0
6654,16,1,4,0,0,1,0,0,0
6657,17,0,2,0,0,1,0,0,0
6660,17,1,0,0,0,1,0,0,0
6661,17,1,1,0,0,1,0,0,0
6662,17,1,2,0,0,1,0,0,0
6663,17,1,3,0,0,1,7225,0,0
6664,17,1,4,0,0,1,0,0,0
7108,16,0,0,0,0,1,7334,0,0
7109,16,0,0,0,1,1,7335,0,0
7110,16,0,0,0,2,1,7336,0,0
7111,16,0,0,0,3,1,7337,0,0
7112,16,0,0,0,4,1,7338,0,0
7149,16,0,1,0,0,1,0,7316,0
7150,16,0,1,0,1,1,0,7317,0
7151,16,0,1,0,2,1,0,7318,0
7152,16,0,1,0,3,1,0,7319,0
7153,16,0,1,0,4,1,0,7320,0
7164,16,0,4,0,0,1,7322,0,0
7165,16,0,4,0,1,1,7323,0,0
7166,16,0,4,0,2,1,7324,0,0
7167,16,0,4,0,3,1,7325,0,0
7168,16,0,4,0,4,1,7326,0,0
7169,16,0,0,0,5,1,7339,0,0
7170,16,0,1,0,5,1,0,7321,0
7171,16,0,4,0,5,1,7327,0,0
7172,16,0,2,0,0,1,0,253556,0
7173,16,0,2,1,0,1,0,253556,0
7174,16,0,2,2,0,1,0,253556,0
7175,16,0,2,3,0,1,0,253556,0
7176,16,0,2,4,0,1,0,253556,0
7177,16,0,3,0,0,1,253566,0,253561
7178,16,0,3,1,0,1,253566,0,253561
7179,16,0,3,2,0,1,253566,0,253561
7180,16,0,3,3,0,1,253566,0,253561
7181,16,0,3,4,0,1,253566,0,253561
7182,16,0,3,5,0,1,253566,0,253561
7187,18,0,4,0,0,1,5067,5075,0
7188,18,1,0,0,0,1,0,0,0
7189,18,1,1,0,0,1,0,0,0
7190,18,1,2,0,0,1,0,0,0
7191,18,1,3,0,0,1,4999,0,0
7192,18,1,4,0,0,1,0,0,0
7269,18,0,0,0,0,1,5081,0,0
7270,18,0,0,0,1,1,5082,0,0
7271,18,0,0,0,2,1,5083,0,0
7272,18,0,0,0,3,1,5084,0,0
7273,18,0,0,0,4,1,5085,0,0
7274,18,0,0,0,5,1,5086,0,0
7275,18,0,4,0,1,1,5068,5076,0
7276,18,0,4,0,2,1,5069,5077,0
7277,18,0,4,0,3,1,5070,5078,0
7278,18,0,4,0,4,1,5072,5079,0
7279,18,0,4,0,5,1,5074,5080,0
7690,16,0,3,0,1,1,253567,0,253562
7691,16,0,3,0,2,1,253568,0,253563
7692,16,0,3,0,3,1,253569,0,253564
7693,16,0,3,0,4,1,253570,0,253565
7694,16,0,3,1,1,1,253567,0,253562
7695,16,0,3,1,2,1,253568,0,253563
7696,16,0,3,1,3,1,253569,0,253564
7697,16,0,3,1,4,1,253570,0,253565
7698,16,0,3,2,1,1,253567,0,253562
7699,16,0,3,2,2,1,253568,0,253563
7700,16,0,3,2,3,1,253569,0,253564
7701,16,0,3,2,4,1,253570,0,253565
